NAME,S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,S1501_C01_015E,S1501_C01_059E,S1501_C01_060E,S1501_C01_061E,S1501_C01_062E,S1501_C01_063E,S1501_C01_064E,state,county,tract
"Census Tract 73, Hamilton County, Ohio",259,98,116,34,11,1335,29,187,349,352,100,254,64,1119,318,29877,17813,22292,29583,40644,44432,39,061,007300
"Census Tract 74, Hamilton County, Ohio",152,9,23,30,90,1220,45,68,176,232,102,311,286,1107,597,43852,16597,27159,33011,58083,57222,39,061,007400
"Census Tract 75, Hamilton County, Ohio",219,6,75,138,0,1566,10,67,218,175,144,526,426,1489,952,42977,26250,24028,36429,45938,59297,39,061,007500
"Census Tract 77, Hamilton County, Ohio",243,39,158,46,0,1449,75,313,502,335,127,63,34,1061,97,12829,0,20223,10908,0,0,39,061,007700
"Census Tract 80, Hamilton County, Ohio",562,279,222,61,0,2688,172,421,1059,645,181,133,77,2095,210,20321,15858,20704,23940,16250,0,39,061,008000
"Census Tract 81, Hamilton County, Ohio",143,4,31,80,28,1928,38,91,731,402,254,286,126,1799,412,23182,0,22906,22675,0,71250,39,061,008100
"Census Tract 82.01, Hamilton County, Ohio",330,11,197,95,27,2779,46,245,789,645,226,481,347,2488,828,34111,22667,30522,34492,49444,75188,39,061,008201
"Census Tract 82.02, Hamilton County, Ohio",309,29,118,144,18,2471,65,102,739,651,240,344,330,2304,674,37153,40673,32778,34295,47692,78750,39,061,008202
"Census Tract 83, Hamilton County, Ohio",512,147,94,230,41,3304,143,206,1079,918,307,476,175,2955,651,18038,0,13058,0,31250,72313,39,061,008300
"Census Tract 84, Hamilton County, Ohio",134,28,65,41,0,1396,13,113,454,255,74,316,171,1270,487,30809,19394,31333,0,41111,67000,39,061,008400
"Census Tract 85.01, Hamilton County, Ohio",303,62,152,87,2,1480,28,176,409,222,140,188,317,1276,505,29495,24741,0,0,39300,0,39,061,008501
"Census Tract 8110.02, Mahoning County, Ohio",408,13,99,262,34,5012,105,38,1042,1048,322,1547,910,4869,2457,52336,0,31882,42963,74940,85377,39,099,811002
"Census Tract 8111, Mahoning County, Ohio",103,8,50,31,14,869,31,62,410,126,101,112,27,776,139,38050,26042,37279,26042,64643,63438,39,099,811100
"Census Tract 8112, Mahoning County, Ohio",101,10,36,44,11,1631,14,27,348,360,142,476,264,1590,740,48947,21000,26065,39948,57750,66932,39,099,811200
"Census Tract 8113.01, Mahoning County, Ohio",163,40,50,19,54,2587,67,140,893,665,179,467,176,2380,643,40343,0,35383,34602,50524,45855,39,099,811301
"Census Tract 8113.02, Mahoning County, Ohio",102,0,71,31,0,2044,73,82,969,493,279,77,71,1889,148,31272,0,30802,31489,0,0,39,099,811302
"Census Tract 8114, Mahoning County, Ohio",348,74,91,147,36,1868,17,33,324,690,202,258,344,1818,602,37467,0,21406,32734,40000,75000,39,099,811400
"Census Tract 8115, Mahoning County, Ohio",397,62,126,197,12,4220,29,255,1074,1062,244,1092,464,3936,1556,34955,0,36190,23013,46505,70069,39,099,811500
"Census Tract 8116, Mahoning County, Ohio",132,22,26,39,45,2769,64,100,966,643,80,673,243,2605,916,42411,0,42361,31958,51684,58250,39,099,811600
"Census Tract 8117, Mahoning County, Ohio",147,36,46,45,20,1782,32,69,424,487,109,445,216,1681,661,41023,0,48194,48693,35000,0,39,099,811700
"Census Tract 8118, Mahoning County, Ohio",34,2,4,28,0,1123,28,63,310,285,116,252,69,1032,321,32303,20208,31161,31797,31719,34432,39,099,811800
"Census Tract 8119.01, Mahoning County, Ohio",272,22,81,128,41,3078,22,37,884,649,429,670,387,3019,1057,38058,2499,28547,36673,49219,54148,39,099,811901
"Census Tract 8119.02, Mahoning County, Ohio",259,29,69,130,31,2596,37,125,642,472,185,608,527,2434,1135,51197,0,28000,53220,52366,54336,39,099,811902
"Census Tract 8120.01, Mahoning County, Ohio",522,21,195,267,39,3758,104,268,1135,711,227,767,546,3386,1313,36211,30238,26133,27656,51438,69408,39,099,812001
"Census Tract 8120.02, Mahoning County, Ohio",326,50,64,212,0,2908,20,76,781,652,210,807,362,2812,1169,40463,0,40753,35660,39188,62875,39,099,812002
"Census Tract 8121.01, Mahoning County, Ohio",325,28,98,89,110,3558,0,76,692,531,300,1075,884,3482,1959,53782,0,43214,35281,61507,93100,39,099,812101
"Census Tract 8121.02, Mahoning County, Ohio",314,19,255,20,20,2839,9,28,818,505,121,779,579,2802,1358,41548,0,37358,29669,44861,73438,39,099,812102
"Census Tract 8122, Mahoning County, Ohio",306,24,76,109,97,4664,104,109,845,1008,454,1404,740,4451,2144,44583,0,26957,35354,54219,74423,39,099,812200
"Census Tract 8123.01, Mahoning County, Ohio",241,54,86,47,54,2780,19,79,1277,566,277,305,257,2682,562,31207,52845,32150,22020,42656,0,39,099,812301
"Census Tract 8123.02, Mahoning County, Ohio",603,204,208,191,0,4106,86,68,1485,1151,437,745,134,3952,879,39419,0,30914,35622,55479,71174,39,099,812302
"Census Tract 8124, Mahoning County, Ohio",347,20,264,52,11,1965,64,232,982,439,96,120,32,1669,152,24638,15285,30640,22500,31806,0,39,099,812400
"Census Tract 8125, Mahoning County, Ohio",479,21,254,93,111,3802,163,119,1752,655,304,626,183,3520,809,46776,0,36519,47715,51149,65820,39,099,812500
"Census Tract 8126.01, Mahoning County, Ohio",297,0,146,95,56,3029,86,237,1100,693,284,474,155,2706,629,32133,23250,32270,30417,40366,43870,39,099,812601
"Census Tract 8126.02, Mahoning County, Ohio",581,37,189,285,70,4234,15,55,1830,1184,280,610,260,4164,870,33159,29375,23947,33176,45759,40764,39,099,812602
"Census Tract 8126.04, Mahoning County, Ohio",508,0,258,240,10,3997,28,222,1769,648,373,526,431,3747,957,38640,45731,38149,30357,59702,73523,39,099,812604
"Census Tract 8126.05, Mahoning County, Ohio",208,12,99,70,27,1923,21,4,742,321,92,446,297,1898,743,42218,0,32891,35000,73799,66250,39,099,812605
"Census Tract 8127, Mahoning County, Ohio",134,22,57,39,16,1465,9,65,716,334,75,154,112,1391,266,42639,0,41397,24150,65625,68750,39,099,812700
"Census Tract 8128, Mahoning County, Ohio",169,8,68,81,12,2731,38,179,1217,612,216,309,160,2514,469,40270,0,25191,45208,65313,72206,39,099,812800
"Census Tract 8129, Mahoning County, Ohio",147,15,0,78,54,3053,69,168,1319,518,295,475,209,2816,684,45133,28036,36081,45238,65703,59191,39,099,812900
"Census Tract 8130, Mahoning County, Ohio",397,0,191,179,27,2982,98,181,1381,772,189,227,134,2703,361,28053,26875,23667,32042,46250,55417,39,099,813000
"Census Tract 8132, Mahoning County, Ohio",373,72,185,71,45,3174,75,286,1520,577,238,315,163,2813,478,32661,21583,30893,39048,35817,0,39,099,813200
"Census Tract 8133, Mahoning County, Ohio",299,22,106,99,72,2179,68,185,915,403,282,232,94,1926,326,32908,68036,20302,33359,53333,38750,39,099,813300
"Census Tract 8134, Mahoning County, Ohio",290,42,72,149,27,2382,33,135,930,495,97,397,295,2214,692,44338,0,38438,26888,59444,77969,39,099,813400
"Census Tract 8135.01, Mahoning County, Ohio",257,134,60,54,9,2682,58,182,1082,352,187,471,350,2442,821,43465,21418,37100,0,58558,52008,39,099,813501
"Census Tract 8135.02, Mahoning County, Ohio",120,6,46,63,5,3367,30,63,957,783,174,596,764,3274,1360,49972,18333,26302,58750,41739,82957,39,099,813502
"Census Tract 8136.01, Mahoning County, Ohio",252,52,71,104,25,4375,9,151,1662,891,400,792,470,4215,1262,36422,0,32931,26094,59444,66000,39,099,813601
"Census Tract 8136.02, Mahoning County, Ohio",154,0,110,44,0,1549,32,0,883,201,182,180,71,1517,251,31563,0,23958,41086,51339,26771,39,099,813602
"Census Tract 8137, Mahoning County, Ohio",310,60,128,90,32,2267,305,259,890,382,200,182,49,1703,231,19279,0,17924,20387,0,0,39,099,813700
"Census Tract 8138, Mahoning County, Ohio",402,216,66,110,10,2284,179,289,1014,269,102,380,51,1816,431,21336,14500,27316,17415,0,21150,39,099,813800
"Census Tract 8139, Mahoning County, Ohio",160,10,74,76,0,1153,26,157,432,347,146,29,16,970,45,17844,0,20052,15903,0,0,39,099,813900
"Census Tract 8140, Mahoning County, Ohio",863,46,252,555,10,1553,196,307,681,243,41,77,8,1050,85,13003,8094,26951,13711,0,0,39,099,814000
"Census Tract 8141, Mahoning County, Ohio",365,72,183,110,0,1516,193,141,598,384,52,89,59,1182,148,15786,16127,18214,0,0,0,39,099,814100
"Census Tract 8142, Mahoning County, Ohio",226,39,132,55,0,1595,42,182,583,421,178,158,31,1371,189,26676,40511,19707,23813,56875,0,39,099,814200
"Census Tract 1, Marion County, Ohio",47,2,22,23,0,801,36,81,193,395,62,34,0,684,34,24769,0,34464,24432,0,0,39,101,000100
"Census Tract 2, Marion County, Ohio",191,30,148,11,2,2202,59,247,1078,448,80,249,41,1896,290,22653,0,20096,22609,0,53304,39,101,000200
"Census Tract 3, Marion County, Ohio",218,18,162,29,9,1314,62,224,760,127,72,61,8,1028,69,28333,20938,27500,35000,33438,0,39,101,000300
"Census Tract 4, Marion County, Ohio",146,0,97,49,0,2490,70,254,1365,546,41,161,53,2166,214,28463,17652,28635,26250,70156,37188,39,101,000400
"Census Tract 5315.02, Summit County, Ohio",279,55,78,135,11,2986,0,59,730,882,155,534,626,2927,1160,60347,0,35847,32880,76994,100909,39,153,531502
"Census Tract 5316.01, Summit County, Ohio",245,40,69,83,53,3358,60,131,825,945,379,601,417,3167,1018,47073,0,32284,45544,47880,78250,39,153,531601
"Census Tract 5316.02, Summit County, Ohio",213,39,55,98,21,2199,2,85,936,528,249,254,145,2112,399,43042,60357,34598,39719,56563,81250,39,153,531602
"Census Tract 5317.01, Summit County, Ohio",329,54,174,66,35,3185,17,148,1171,806,446,400,197,3020,597,47527,48500,42402,50124,43889,80625,39,153,531701
"Census Tract 5317.02, Summit County, Ohio",234,10,98,108,18,3042,44,134,1120,601,518,406,219,2864,625,49596,30714,31667,55038,61250,76193,39,153,531702
"Census Tract 5318.01, Summit County, Ohio",527,36,244,149,98,4221,0,166,1231,769,441,1027,587,4055,1614,40541,25324,31453,43446,54883,0,39,153,531801
"Census Tract 5318.02, Summit County, Ohio",307,25,179,77,26,3107,100,159,1093,639,382,587,147,2848,734,44553,21563,33966,44296,54500,54479,39,153,531802
"Census Tract 5320.01, Summit County, Ohio",369,65,247,54,3,2998,32,230,1304,658,173,305,296,2736,601,36780,0,35016,31091,51875,59681,39,153,532001
"Census Tract 5320.03, Summit County, Ohio",262,19,190,34,19,2788,18,144,985,745,239,496,161,2626,657,44923,53750,34671,42540,72853,46000,39,153,532003
"Census Tract 5320.04, Summit County, Ohio",378,13,70,268,27,2907,89,130,925,473,373,607,310,2688,917,52169,0,36895,61789,49583,75795,39,153,532004
"Census Tract 5322.02, Summit County, Ohio",313,0,38,209,66,5352,36,115,1063,1124,475,1763,776,5201,2539,51487,51548,26452,44806,67667,102847,39,153,532202
"Census Tract 5323.01, Summit County, Ohio",548,297,124,114,13,3848,49,108,418,377,258,1658,980,3691,2638,97821,0,38059,48482,104965,121593,39,153,532301
"Census Tract 5323.02, Summit County, Ohio",279,17,91,83,88,3795,16,46,716,814,215,1117,871,3733,1988,59596,0,36875,51012,61122,78365,39,153,532302
"Census Tract 5325.01, Summit County, Ohio",199,20,86,53,40,2311,32,62,514,441,198,604,460,2217,1064,60156,55000,53176,42045,100461,91154,39,153,532501
"Census Tract 5325.02, Summit County, Ohio",126,9,93,16,8,2384,0,45,508,632,196,654,349,2339,1003,43049,0,0,26911,69917,0,39,153,532502
"Census Tract 5326, Summit County, Ohio",142,28,33,56,25,1900,12,19,403,317,92,619,438,1869,1057,55469,56250,54917,30875,55000,91250,39,153,532600
"Census Tract 5327.01, Summit County, Ohio",429,0,305,81,43,5609,250,161,909,1017,462,1736,1074,5198,2810,67014,0,43774,41667,86438,82188,39,153,532701
"Census Tract 5327.02, Summit County, Ohio",193,21,91,65,16,2701,46,78,1015,705,306,444,107,2577,551,36136,38036,30441,33611,52067,63021,39,153,532702
"Census Tract 5327.03, Summit County, Ohio",251,23,61,146,21,4442,39,164,1313,1029,263,1062,572,4239,1634,47750,0,40815,46083,47887,88068,39,153,532703
"Census Tract 5327.05, Summit County, Ohio",287,11,192,84,0,5660,85,339,1503,1019,452,1405,857,5236,2262,64408,64375,40250,54083,72294,91905,39,153,532705
"Census Tract 5327.06, Summit County, Ohio",337,153,97,59,28,3001,0,13,641,587,340,761,659,2988,1420,55689,0,42300,48542,62634,64135,39,153,532706
"Census Tract 5327.08, Summit County, Ohio",548,61,85,290,112,3687,101,89,1024,879,385,809,400,3497,1209,53317,60492,37169,57778,59145,53843,39,153,532708
"Census Tract 5329.01, Summit County, Ohio",71,19,29,16,7,1159,0,32,265,270,112,337,143,1127,480,48159,0,39583,39375,53681,64375,39,153,532901
"Census Tract 5329.02, Summit County, Ohio",950,133,333,352,132,6164,43,145,1435,1208,479,1720,1134,5976,2854,54044,0,40274,36292,65215,90697,39,153,532902
"Census Tract 5329.99, Summit County, Ohio",362,61,88,146,67,3933,34,50,998,779,324,1229,519,3849,1748,52545,0,39310,45601,62049,64750,39,153,532999
"Census Tract 5330, Summit County, Ohio",109,32,52,25,0,1345,2,145,544,251,203,125,75,1198,200,42574,34375,36169,61136,21852,0,39,153,533000
"Census Tract 5331.01, Summit County, Ohio",221,57,58,91,15,3168,0,12,198,262,166,1428,1102,3156,2530,78403,0,0,29306,65924,104201,39,153,533101
"Census Tract 5331.02, Summit County, Ohio",86,13,8,28,37,1619,0,19,88,115,94,681,622,1600,1303,62022,0,51125,0,51420,90313,39,153,533102
"Census Tract 5332, Summit County, Ohio",268,9,125,86,48,3895,17,34,594,461,270,1398,1121,3844,2519,59987,0,50875,39211,64638,75197,39,153,533200
"Census Tract 5334, Summit County, Ohio",551,36,162,227,126,4296,78,195,1004,1242,218,994,565,4023,1559,41623,30568,30490,38542,49643,61989,39,153,533400
"Census Tract 5335.01, Summit County, Ohio",478,36,232,78,132,5796,80,34,690,492,208,2349,1943,5682,4292,73608,0,53904,33047,83701,85989,39,153,533501
"Census Tract 5335.02, Summit County, Ohio",119,15,49,47,8,2910,28,65,828,517,276,783,413,2817,1196,51452,12500,36875,39979,71875,77083,39,153,533502
"Census Tract 5340, Summit County, Ohio",275,79,44,95,57,4828,31,110,656,498,281,1593,1659,4687,3252,67930,0,40500,40863,67500,87660,39,153,534000
"Census Tract 5341, Summit County, Ohio",132,35,32,28,37,1769,0,7,156,248,90,704,564,1762,1268,93087,0,34000,43750,99412,116875,39,153,534100
"Census Tract 9203, Trumbull County, Ohio",332,66,212,39,15,1952,36,242,645,340,167,417,105,1674,522,28011,9189,19583,40450,53646,52589,39,155,920300
"Census Tract 9204, Trumbull County, Ohio",229,54,121,54,0,1374,17,153,565,378,117,127,17,1204,144,27710,37386,25203,28354,30123,0,39,155,920400
"Census Tract 9207, Trumbull County, Ohio",466,115,137,189,25,3291,47,847,1777,345,127,95,53,2397,148,12739,15364,9392,25795,0,0,39,155,920700
"Census Tract 9208, Trumbull County, Ohio",75,40,1,34,0,1455,52,261,708,284,111,39,0,1142,39,22857,14375,24602,24271,0,0,39,155,920800
"Census Tract 9209, Trumbull County, Ohio",219,79,51,89,0,2019,33,273,886,266,199,257,105,1713,362,28583,0,30510,21875,46174,0,39,155,920900
"Census Tract 9210, Trumbull County, Ohio",673,111,368,160,34,3802,57,315,1559,679,297,633,262,3430,895,30426,0,27354,30853,0,0,39,155,921000
"Census Tract 9211, Trumbull County, Ohio",297,116,146,26,9,2732,40,355,1470,373,245,191,58,2337,249,22930,23317,19766,28106,0,0,39,155,921100
"Census Tract 9212, Trumbull County, Ohio",122,25,20,77,0,997,0,96,440,222,66,119,54,901,173,29250,0,20625,38750,55625,58580,39,155,921200
"Census Tract 9213, Trumbull County, Ohio",202,93,44,11,54,1661,100,107,931,231,59,197,36,1454,233,26984,0,24432,26932,48253,0,39,155,921300
"Census Tract 9214, Trumbull County, Ohio",151,0,57,94,0,2518,48,124,736,562,175,548,325,2346,873,40795,20913,33274,40393,41076,60833,39,155,921400
"Census Tract 9215, Trumbull County, Ohio",401,62,244,95,0,4267,93,134,1905,1102,293,550,190,4040,740,34518,0,25288,33092,45893,54554,39,155,921500
"Census Tract 9216, Trumbull County, Ohio",335,47,216,72,0,2369,53,261,1506,251,160,126,12,2055,138,36017,0,32953,49421,53235,0,39,155,921600
"Census Tract 9301.01, Trumbull County, Ohio",251,54,65,123,9,2200,131,157,1190,298,183,140,101,1912,241,34778,0,36207,22250,38750,0,39,155,930101
"Census Tract 1774.04, Cuyahoga County, Ohio",199,48,96,37,18,2321,125,178,649,281,318,565,205,2018,770,35335,30714,30301,39449,0,85000,39,035,177404
"Census Tract 1774.05, Cuyahoga County, Ohio",355,117,125,82,31,3350,66,84,1228,881,272,644,175,3200,819,45155,0,34077,46170,45764,81625,39,035,177405
"Census Tract 1774.06, Cuyahoga County, Ohio",262,30,142,80,10,2591,104,105,795,733,218,476,160,2382,636,38333,20663,32219,43938,43750,61490,39,035,177406
"Census Tract 1775.01, Cuyahoga County, Ohio",281,11,113,83,74,3119,68,155,1225,614,433,476,148,2896,624,31141,27031,31250,30313,30300,59821,39,035,177501
"Census Tract 1775.03, Cuyahoga County, Ohio",181,20,41,93,27,2633,71,170,769,736,228,481,178,2392,659,42593,28802,0,38313,55179,85982,39,035,177503
"Census Tract 1775.04, Cuyahoga County, Ohio",188,17,118,53,0,2963,128,205,1163,720,331,310,106,2630,416,42841,26389,36058,42143,48472,64875,39,035,177504
"Census Tract 1775.05, Cuyahoga County, Ohio",354,38,138,115,63,3102,95,118,1007,554,354,566,408,2889,974,42905,47500,31140,42500,54458,73325,39,035,177505
"Census Tract 1776.04, Cuyahoga County, Ohio",155,7,44,92,12,1469,52,119,559,344,114,213,68,1298,281,41796,39167,41202,41296,59107,59464,39,035,177604
"Census Tract 1776.05, Cuyahoga County, Ohio",214,25,146,43,0,1953,29,51,778,443,145,313,194,1873,507,46404,0,32750,30517,59831,56212,39,035,177605
"Census Tract 1776.06, Cuyahoga County, Ohio",225,19,68,108,30,2792,215,147,897,717,240,388,188,2430,576,41317,0,31229,40017,55625,60938,39,035,177606
"Census Tract 1776.07, Cuyahoga County, Ohio",377,6,215,123,33,2867,116,214,809,583,399,515,231,2537,746,38470,0,27589,36138,53500,69375,39,035,177607
"Census Tract 1776.08, Cuyahoga County, Ohio",929,183,417,294,35,4009,101,61,1198,764,679,630,576,3847,1206,35896,0,31943,29928,54858,60474,39,035,177608
"Census Tract 1776.09, Cuyahoga County, Ohio",88,0,11,77,0,1458,39,43,435,374,95,293,179,1376,472,51540,46250,43750,49167,52331,70694,39,035,177609
"Census Tract 1781.01, Cuyahoga County, Ohio",221,16,77,128,0,1979,51,88,671,572,203,318,76,1840,394,33185,30855,26827,34528,53750,0,39,035,178101
"Census Tract 1781.02, Cuyahoga County, Ohio",223,0,103,93,27,3102,30,157,637,750,402,748,378,2915,1126,45902,0,34730,35857,56161,65234,39,035,178102
"Census Tract 1782.01, Cuyahoga County, Ohio",283,19,120,59,85,2364,10,121,837,642,219,437,98,2233,535,33939,33056,27739,35357,44625,34844,39,035,178201
"Census Tract 1782.04, Cuyahoga County, Ohio",474,62,163,207,42,3434,123,250,1626,497,336,345,257,3061,602,25403,0,20712,36905,30250,59042,39,035,178204
"Census Tract 1782.05, Cuyahoga County, Ohio",122,21,40,42,19,1421,47,52,482,317,144,277,102,1322,379,47431,33500,36181,42174,54750,83167,39,035,178205
"Census Tract 1782.06, Cuyahoga County, Ohio",146,17,46,83,0,2011,60,237,611,376,210,393,124,1714,517,39355,2499,34844,33973,57727,50938,39,035,178206
"Census Tract 1791.01, Cuyahoga County, Ohio",372,11,157,146,58,2539,9,14,192,373,58,777,1116,2516,1893,92667,0,0,68079,88375,111771,39,035,179101
"Census Tract 1791.02, Cuyahoga County, Ohio",57,5,24,4,24,1838,10,13,68,183,92,574,898,1815,1472,105500,0,31875,0,80000,155467,39,035,179102
"Census Tract 1801.02, Cuyahoga County, Ohio",270,10,165,81,14,3129,17,104,903,486,227,621,771,3008,1392,37764,0,25125,26250,42396,53468,39,035,180102
"Census Tract 1801.03, Cuyahoga County, Ohio",317,93,112,90,22,2485,46,101,645,486,178,629,400,2338,1029,41057,41184,31328,35406,46107,57375,39,035,180103
"Census Tract 1801.04, Cuyahoga County, Ohio",397,88,178,26,105,1954,38,162,715,536,190,266,47,1754,313,31198,28846,30130,31327,38967,0,39,035,180104
"Census Tract 1811, Cuyahoga County, Ohio",161,19,0,101,41,4723,0,16,463,631,143,1533,1937,4707,3470,68588,0,28464,59926,73340,80800,39,035,181100
"Census Tract 1812.01, Cuyahoga County, Ohio",340,12,118,101,109,4398,72,172,792,558,356,1217,1231,4154,2448,53722,47273,28548,30000,68812,85096,39,035,181201
"Census Tract 1812.03, Cuyahoga County, Ohio",155,5,55,61,34,1951,7,0,269,288,178,667,542,1944,1209,54768,0,50960,44770,56061,88792,39,035,181203
"Census Tract 1812.04, Cuyahoga County, Ohio",238,0,5,122,111,3498,0,32,659,492,247,1174,894,3466,2068,60015,0,0,52623,66364,67199,39,035,181204
"Census Tract 1821.03, Cuyahoga County, Ohio",177,22,52,43,60,1932,22,46,622,313,182,556,191,1864,747,60199,0,39229,58017,69390,74205,39,035,182103
"Census Tract 1821.04, Cuyahoga County, Ohio",149,19,81,21,28,2022,69,19,594,361,155,485,339,1934,824,54167,0,45417,42604,58641,64000,39,035,182104
