NAME,B01003_001E,B11005_001E,B11005_002E,B11005_012E,B11005_017E,B06010_002E,B06010_003E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,state,county,tract
"Census Tract 7522, Licking County, Ohio",4921.0,1676.0,599.0,521.0,556.0,477.0,3560.0,749.0,372.0,717.0,514.0,598.0,318.0,125.0,167.0,39,089,752200
"Census Tract 7525, Licking County, Ohio",4475.0,1556.0,697.0,307.0,552.0,564.0,2798.0,631.0,762.0,403.0,357.0,272.0,204.0,45.0,124.0,39,089,752500
"Census Tract 7528.01, Licking County, Ohio",4406.0,1439.0,524.0,447.0,468.0,390.0,3145.0,646.0,273.0,318.0,455.0,473.0,265.0,192.0,523.0,39,089,752801
"Census Tract 7528.02, Licking County, Ohio",3267.0,1410.0,393.0,353.0,664.0,220.0,2523.0,239.0,166.0,463.0,400.0,386.0,306.0,160.0,403.0,39,089,752802
"Census Tract 7531, Licking County, Ohio",5073.0,1965.0,501.0,806.0,658.0,456.0,3573.0,639.0,425.0,837.0,473.0,507.0,205.0,89.0,398.0,39,089,753100
"Census Tract 7533.01, Licking County, Ohio",3388.0,1380.0,388.0,308.0,684.0,134.0,2557.0,384.0,321.0,318.0,529.0,487.0,96.0,151.0,271.0,39,089,753301
"Census Tract 7533.02, Licking County, Ohio",4595.0,1509.0,821.0,414.0,274.0,446.0,3012.0,463.0,298.0,417.0,419.0,289.0,409.0,114.0,603.0,39,089,753302
"Census Tract 7536, Licking County, Ohio",2264.0,916.0,245.0,309.0,362.0,118.0,1789.0,245.0,161.0,274.0,333.0,202.0,186.0,233.0,155.0,39,089,753600
"Census Tract 7539, Licking County, Ohio",5306.0,1880.0,503.0,932.0,445.0,505.0,3975.0,695.0,320.0,400.0,470.0,431.0,482.0,254.0,923.0,39,089,753900
"Census Tract 7541.02, Licking County, Ohio",2981.0,991.0,344.0,485.0,162.0,177.0,2133.0,221.0,137.0,315.0,327.0,325.0,258.0,141.0,409.0,39,089,754102
"Census Tract 7541.03, Licking County, Ohio",2336.0,799.0,291.0,357.0,151.0,178.0,1659.0,264.0,126.0,118.0,278.0,291.0,257.0,113.0,212.0,39,089,754103
"Census Tract 7541.04, Licking County, Ohio",4779.0,2437.0,561.0,665.0,1211.0,190.0,3817.0,601.0,408.0,642.0,694.0,607.0,416.0,141.0,308.0,39,089,754104
"Census Tract 7544, Licking County, Ohio",6046.0,2206.0,717.0,933.0,556.0,377.0,4538.0,755.0,219.0,643.0,926.0,641.0,694.0,294.0,366.0,39,089,754400
"Census Tract 7547, Licking County, Ohio",6181.0,2205.0,775.0,842.0,588.0,485.0,4368.0,789.0,389.0,957.0,590.0,629.0,301.0,89.0,624.0,39,089,754700
"Census Tract 7550, Licking County, Ohio",7261.0,2449.0,891.0,1048.0,510.0,458.0,5131.0,786.0,344.0,397.0,745.0,637.0,685.0,311.0,1226.0,39,089,755000
"Census Tract 211.01, Pickaway County, Ohio",4365.0,1451.0,451.0,693.0,307.0,435.0,3292.0,627.0,256.0,350.0,270.0,382.0,390.0,344.0,673.0,39,129,021101
"Census Tract 211.02, Pickaway County, Ohio",3583.0,1306.0,379.0,668.0,259.0,405.0,2583.0,340.0,257.0,270.0,284.0,521.0,164.0,296.0,451.0,39,129,021102
"Census Tract 212.01, Pickaway County, Ohio",4656.0,1682.0,600.0,679.0,403.0,597.0,3169.0,397.0,188.0,411.0,384.0,727.0,314.0,149.0,599.0,39,129,021201
"Census Tract 212.02, Pickaway County, Ohio",3419.0,1078.0,549.0,254.0,275.0,383.0,2275.0,416.0,139.0,359.0,338.0,439.0,209.0,89.0,286.0,39,129,021202
"Census Tract 213, Pickaway County, Ohio",3637.0,0.0,0.0,0.0,0.0,1956.0,1681.0,963.0,112.0,274.0,109.0,128.0,30.0,32.0,33.0,39,129,021300
"Census Tract 214.01, Pickaway County, Ohio",3493.0,1155.0,412.0,585.0,158.0,321.0,2373.0,205.0,330.0,400.0,311.0,341.0,205.0,160.0,421.0,39,129,021401
"Census Tract 214.03, Pickaway County, Ohio",5342.0,1757.0,854.0,545.0,358.0,334.0,3483.0,478.0,219.0,420.0,196.0,643.0,569.0,262.0,696.0,39,129,021403
"Census Tract 214.04, Pickaway County, Ohio",1418.0,484.0,171.0,223.0,90.0,148.0,1043.0,181.0,71.0,83.0,230.0,126.0,122.0,137.0,93.0,39,129,021404
"Census Tract 215, Pickaway County, Ohio",3558.0,1233.0,515.0,479.0,239.0,397.0,2686.0,556.0,231.0,314.0,339.0,407.0,516.0,34.0,289.0,39,129,021500
"Census Tract 216, Pickaway County, Ohio",3364.0,1279.0,369.0,499.0,411.0,361.0,2344.0,389.0,250.0,314.0,232.0,384.0,383.0,113.0,279.0,39,129,021600
"Census Tract 217, Pickaway County, Ohio",5405.0,2033.0,645.0,890.0,498.0,536.0,3975.0,654.0,258.0,399.0,521.0,856.0,437.0,303.0,547.0,39,129,021700
"Census Tract 9522, Pike County, Ohio",5845.0,2125.0,805.0,681.0,639.0,763.0,3616.0,806.0,410.0,772.0,372.0,369.0,282.0,133.0,472.0,39,131,952200
"Census Tract 9523, Pike County, Ohio",5215.0,2002.0,711.0,713.0,578.0,662.0,3611.0,861.0,402.0,587.0,383.0,464.0,299.0,91.0,524.0,39,131,952300
"Census Tract 9524, Pike County, Ohio",3510.0,1646.0,469.0,530.0,647.0,267.0,2788.0,550.0,255.0,655.0,383.0,437.0,164.0,145.0,199.0,39,131,952400
"Census Tract 9525, Pike County, Ohio",3503.0,1363.0,370.0,572.0,421.0,373.0,2446.0,403.0,273.0,363.0,304.0,415.0,233.0,33.0,422.0,39,131,952500
"Census Tract 9526.01, Pike County, Ohio",3544.0,1470.0,469.0,605.0,396.0,353.0,2551.0,648.0,329.0,297.0,532.0,248.0,236.0,44.0,217.0,39,131,952601
"Census Tract 9526.02, Pike County, Ohio",2155.0,805.0,393.0,230.0,182.0,404.0,1347.0,194.0,66.0,69.0,265.0,391.0,167.0,51.0,144.0,39,131,952602
"Census Tract 9527, Pike County, Ohio",4142.0,1626.0,552.0,604.0,470.0,484.0,2857.0,583.0,380.0,703.0,291.0,336.0,225.0,97.0,242.0,39,131,952700
"Census Tract 6001.02, Portage County, Ohio",3579.0,1076.0,237.0,584.0,255.0,369.0,2822.0,797.0,113.0,348.0,396.0,390.0,319.0,52.0,407.0,39,133,600102
"Census Tract 6001.03, Portage County, Ohio",5628.0,2383.0,658.0,733.0,992.0,666.0,4073.0,625.0,287.0,626.0,682.0,750.0,447.0,191.0,465.0,39,133,600103
"Census Tract 6002, Portage County, Ohio",5737.0,2204.0,528.0,1022.0,654.0,292.0,4536.0,521.0,516.0,850.0,587.0,777.0,486.0,319.0,480.0,39,133,600200
"Census Tract 6003.02, Portage County, Ohio",6836.0,2636.0,1004.0,906.0,726.0,445.0,5059.0,840.0,219.0,615.0,469.0,471.0,393.0,273.0,1779.0,39,133,600302
"Census Tract 6003.03, Portage County, Ohio",4541.0,1852.0,610.0,604.0,638.0,493.0,3396.0,327.0,288.0,341.0,373.0,367.0,319.0,145.0,1236.0,39,133,600303
"Census Tract 6003.04, Portage County, Ohio",4788.0,1526.0,618.0,531.0,377.0,497.0,3395.0,654.0,407.0,274.0,279.0,323.0,371.0,142.0,945.0,39,133,600304
"Census Tract 6004.01, Portage County, Ohio",6542.0,2759.0,615.0,888.0,1256.0,243.0,5378.0,599.0,413.0,1122.0,513.0,1021.0,642.0,291.0,777.0,39,133,600401
"Census Tract 6004.02, Portage County, Ohio",5355.0,2165.0,579.0,733.0,853.0,318.0,4137.0,558.0,357.0,686.0,370.0,626.0,432.0,314.0,794.0,39,133,600402
"Census Tract 6004.03, Portage County, Ohio",4890.0,1981.0,663.0,790.0,528.0,387.0,3688.0,546.0,242.0,904.0,540.0,440.0,520.0,221.0,275.0,39,133,600403
"Census Tract 6005, Portage County, Ohio",5650.0,2120.0,414.0,1011.0,695.0,708.0,4261.0,523.0,384.0,694.0,582.0,881.0,535.0,218.0,444.0,39,133,600500
"Census Tract 6006.02, Portage County, Ohio",2852.0,957.0,355.0,431.0,171.0,266.0,2018.0,314.0,182.0,407.0,239.0,348.0,301.0,36.0,191.0,39,133,600602
"Census Tract 6006.03, Portage County, Ohio",3769.0,1372.0,476.0,533.0,363.0,341.0,2668.0,533.0,213.0,486.0,497.0,461.0,275.0,126.0,77.0,39,133,600603
"Census Tract 6007.03, Portage County, Ohio",1952.0,780.0,271.0,320.0,189.0,107.0,1486.0,176.0,191.0,180.0,194.0,479.0,153.0,10.0,103.0,39,133,600703
"Census Tract 6007.04, Portage County, Ohio",1645.0,624.0,145.0,358.0,121.0,131.0,1251.0,160.0,103.0,213.0,204.0,153.0,139.0,128.0,151.0,39,133,600704
"Census Tract 6007.05, Portage County, Ohio",2582.0,997.0,264.0,375.0,358.0,285.0,1968.0,245.0,155.0,270.0,246.0,385.0,242.0,195.0,230.0,39,133,600705
"Census Tract 6007.06, Portage County, Ohio",2903.0,1146.0,293.0,533.0,320.0,125.0,2348.0,321.0,204.0,228.0,384.0,341.0,415.0,84.0,371.0,39,133,600706
"Census Tract 6008, Portage County, Ohio",3548.0,1531.0,283.0,349.0,899.0,202.0,2889.0,619.0,345.0,515.0,461.0,384.0,308.0,72.0,185.0,39,133,600800
"Census Tract 6009.01, Portage County, Ohio",3641.0,1524.0,429.0,533.0,562.0,324.0,2704.0,583.0,289.0,569.0,476.0,438.0,187.0,62.0,100.0,39,133,600901
"Census Tract 6009.02, Portage County, Ohio",5141.0,2446.0,593.0,575.0,1278.0,405.0,3826.0,561.0,392.0,775.0,729.0,558.0,431.0,99.0,281.0,39,133,600902
"Census Tract 6010, Portage County, Ohio",2423.0,996.0,228.0,372.0,396.0,270.0,1788.0,435.0,202.0,292.0,319.0,284.0,134.0,11.0,111.0,39,133,601000
"Census Tract 6011, Portage County, Ohio",5895.0,2444.0,516.0,1258.0,670.0,429.0,4784.0,642.0,467.0,737.0,776.0,818.0,501.0,340.0,503.0,39,133,601100
"Census Tract 6012, Portage County, Ohio",4652.0,1985.0,326.0,416.0,1243.0,296.0,3957.0,923.0,499.0,794.0,788.0,244.0,370.0,98.0,241.0,39,133,601200
"Census Tract 6013, Portage County, Ohio",9358.0,3364.0,1363.0,1075.0,926.0,624.0,6633.0,953.0,585.0,754.0,631.0,1268.0,745.0,353.0,1344.0,39,133,601300
"Census Tract 6014, Portage County, Ohio",4626.0,2160.0,620.0,439.0,1101.0,288.0,3497.0,745.0,317.0,915.0,299.0,409.0,323.0,171.0,318.0,39,133,601400
"Census Tract 6015.01, Portage County, Ohio",1556.0,769.0,79.0,169.0,521.0,86.0,1329.0,497.0,165.0,134.0,198.0,117.0,74.0,71.0,73.0,39,133,601501
"Census Tract 6015.02, Portage County, Ohio",6843.0,1024.0,0.0,58.0,966.0,953.0,5890.0,4401.0,499.0,727.0,152.0,93.0,18.0,0.0,0.0,39,133,601502
"Census Tract 6015.03, Portage County, Ohio",3679.0,1735.0,315.0,346.0,1074.0,422.0,2827.0,1062.0,469.0,413.0,183.0,157.0,232.0,46.0,265.0,39,133,601503
"Census Tract 6016, Portage County, Ohio",3921.0,1625.0,306.0,752.0,567.0,367.0,3154.0,572.0,254.0,378.0,577.0,390.0,288.0,193.0,502.0,39,133,601600
"Census Tract 6017.02, Portage County, Ohio",5370.0,2136.0,510.0,802.0,824.0,386.0,4216.0,621.0,245.0,734.0,499.0,728.0,600.0,171.0,618.0,39,133,601702
"Census Tract 414.05, Clermont County, Ohio",4859.0,2093.0,678.0,562.0,853.0,298.0,3565.0,866.0,316.0,643.0,495.0,379.0,360.0,204.0,302.0,39,025,041405
"Census Tract 414.06, Clermont County, Ohio",5166.0,1770.0,696.0,848.0,226.0,278.0,3506.0,538.0,209.0,213.0,254.0,340.0,417.0,372.0,1163.0,39,025,041406
"Census Tract 415.03, Clermont County, Ohio",4762.0,1640.0,875.0,369.0,396.0,189.0,3275.0,365.0,216.0,328.0,714.0,634.0,358.0,209.0,451.0,39,025,041503
"Census Tract 415.04, Clermont County, Ohio",3927.0,1472.0,396.0,706.0,370.0,140.0,2999.0,559.0,282.0,261.0,235.0,536.0,513.0,135.0,478.0,39,025,041504
"Census Tract 415.05, Clermont County, Ohio",3552.0,1543.0,276.0,745.0,522.0,314.0,2668.0,289.0,147.0,264.0,228.0,445.0,363.0,144.0,788.0,39,025,041505
"Census Tract 415.06, Clermont County, Ohio",2722.0,1210.0,259.0,566.0,385.0,209.0,2185.0,393.0,160.0,233.0,305.0,268.0,174.0,74.0,578.0,39,025,041506
"Census Tract 416, Clermont County, Ohio",5427.0,1900.0,712.0,720.0,468.0,284.0,3935.0,575.0,393.0,777.0,600.0,584.0,446.0,219.0,341.0,39,025,041600
"Census Tract 417.01, Clermont County, Ohio",4225.0,1555.0,570.0,473.0,512.0,355.0,2927.0,606.0,267.0,422.0,311.0,516.0,260.0,133.0,412.0,39,025,041701
"Census Tract 417.02, Clermont County, Ohio",3988.0,1467.0,482.0,683.0,302.0,380.0,3113.0,435.0,286.0,312.0,462.0,438.0,299.0,303.0,578.0,39,025,041702
"Census Tract 418, Clermont County, Ohio",4005.0,1599.0,567.0,454.0,578.0,274.0,2833.0,735.0,268.0,470.0,465.0,351.0,372.0,63.0,109.0,39,025,041800
"Census Tract 419, Clermont County, Ohio",5708.0,2139.0,685.0,1014.0,440.0,489.0,4382.0,539.0,361.0,720.0,646.0,734.0,499.0,254.0,629.0,39,025,041900
"Census Tract 420.01, Clermont County, Ohio",4021.0,1470.0,680.0,494.0,296.0,613.0,2849.0,735.0,231.0,457.0,214.0,657.0,200.0,166.0,189.0,39,025,042001
"Census Tract 420.02, Clermont County, Ohio",1941.0,779.0,222.0,307.0,250.0,263.0,1480.0,299.0,80.0,145.0,317.0,258.0,169.0,70.0,142.0,39,025,042002
"Census Tract 9643, Clinton County, Ohio",3675.0,1460.0,435.0,552.0,473.0,382.0,2669.0,588.0,281.0,389.0,375.0,425.0,344.0,131.0,136.0,39,027,964300
"Census Tract 9644, Clinton County, Ohio",5286.0,1980.0,559.0,893.0,528.0,474.0,3874.0,508.0,201.0,452.0,489.0,729.0,499.0,216.0,780.0,39,027,964400
"Census Tract 9645.01, Clinton County, Ohio",3140.0,1672.0,372.0,400.0,900.0,303.0,2145.0,317.0,214.0,299.0,277.0,371.0,362.0,92.0,213.0,39,027,964501
"Census Tract 9645.02, Clinton County, Ohio",2846.0,1329.0,283.0,523.0,523.0,110.0,2346.0,435.0,321.0,315.0,327.0,351.0,110.0,118.0,369.0,39,027,964502
"Census Tract 9646, Clinton County, Ohio",2766.0,1238.0,328.0,351.0,559.0,142.0,2178.0,575.0,168.0,404.0,253.0,468.0,171.0,55.0,84.0,39,027,964600
"Census Tract 9647, Clinton County, Ohio",5707.0,1956.0,572.0,637.0,747.0,554.0,4015.0,1334.0,473.0,651.0,433.0,470.0,278.0,120.0,256.0,39,027,964700
"Census Tract 9648, Clinton County, Ohio",5418.0,2119.0,794.0,820.0,505.0,467.0,3858.0,423.0,395.0,677.0,575.0,643.0,367.0,308.0,470.0,39,027,964800
"Census Tract 9649, Clinton County, Ohio",5098.0,1981.0,648.0,723.0,610.0,438.0,3570.0,692.0,545.0,507.0,559.0,562.0,281.0,158.0,266.0,39,027,964900
"Census Tract 9650, Clinton County, Ohio",4042.0,1412.0,538.0,615.0,259.0,474.0,2738.0,353.0,359.0,531.0,304.0,523.0,316.0,103.0,249.0,39,027,965000
"Census Tract 9651, Clinton County, Ohio",4022.0,1594.0,534.0,583.0,477.0,318.0,2913.0,389.0,261.0,409.0,385.0,589.0,360.0,218.0,302.0,39,027,965100
"Census Tract 9501, Columbiana County, Ohio",5142.0,2128.0,531.0,915.0,682.0,259.0,3935.0,501.0,365.0,1004.0,442.0,556.0,462.0,96.0,509.0,39,029,950100
"Census Tract 9502, Columbiana County, Ohio",4732.0,2038.0,513.0,606.0,919.0,410.0,3526.0,593.0,449.0,818.0,553.0,417.0,259.0,109.0,328.0,39,029,950200
"Census Tract 9503, Columbiana County, Ohio",5163.0,2289.0,492.0,870.0,927.0,383.0,3963.0,549.0,443.0,664.0,569.0,619.0,451.0,152.0,516.0,39,029,950300
"Census Tract 9504, Columbiana County, Ohio",4223.0,1479.0,546.0,609.0,324.0,358.0,2850.0,508.0,205.0,604.0,410.0,361.0,357.0,138.0,267.0,39,029,950400
"Census Tract 9505, Columbiana County, Ohio",5265.0,2475.0,475.0,873.0,1127.0,255.0,4439.0,669.0,628.0,1207.0,442.0,604.0,340.0,202.0,347.0,39,029,950500
"Census Tract 9506, Columbiana County, Ohio",5194.0,2071.0,681.0,426.0,964.0,443.0,3723.0,958.0,342.0,715.0,426.0,273.0,391.0,120.0,498.0,39,029,950600
"Census Tract 9507, Columbiana County, Ohio",5226.0,2306.0,647.0,802.0,857.0,234.0,4218.0,865.0,504.0,763.0,563.0,952.0,355.0,80.0,136.0,39,029,950700
"Census Tract 9508, Columbiana County, Ohio",3932.0,1619.0,367.0,674.0,578.0,457.0,2943.0,513.0,139.0,547.0,385.0,564.0,281.0,169.0,345.0,39,029,950800
"Census Tract 9509, Columbiana County, Ohio",3831.0,1684.0,342.0,819.0,523.0,236.0,3164.0,466.0,357.0,591.0,460.0,466.0,376.0,121.0,327.0,39,029,950900
"Census Tract 9510, Columbiana County, Ohio",5645.0,2274.0,542.0,1163.0,569.0,447.0,4470.0,626.0,369.0,1101.0,585.0,797.0,467.0,204.0,321.0,39,029,951000
"Census Tract 9511, Columbiana County, Ohio",4262.0,1826.0,515.0,542.0,769.0,408.0,3069.0,636.0,350.0,486.0,442.0,473.0,225.0,176.0,281.0,39,029,951100
"Census Tract 9512, Columbiana County, Ohio",4535.0,1792.0,596.0,670.0,526.0,383.0,3331.0,760.0,287.0,590.0,550.0,537.0,191.0,95.0,321.0,39,029,951200
"Census Tract 9513, Columbiana County, Ohio",3826.0,1459.0,465.0,633.0,361.0,622.0,2562.0,333.0,181.0,571.0,465.0,402.0,350.0,48.0,212.0,39,029,951300
"Census Tract 9514.01, Columbiana County, Ohio",2498.0,893.0,287.0,436.0,170.0,173.0,1786.0,234.0,147.0,267.0,264.0,302.0,335.0,22.0,215.0,39,029,951401
"Census Tract 9514.02, Columbiana County, Ohio",4830.0,1024.0,435.0,339.0,250.0,1371.0,3164.0,960.0,524.0,358.0,430.0,333.0,330.0,126.0,103.0,39,029,951402
"Census Tract 9515, Columbiana County, Ohio",4746.0,1975.0,554.0,575.0,846.0,331.0,3354.0,460.0,297.0,512.0,731.0,616.0,397.0,89.0,252.0,39,029,951500
"Census Tract 9516, Columbiana County, Ohio",5224.0,2149.0,593.0,824.0,732.0,434.0,4141.0,593.0,482.0,717.0,605.0,781.0,517.0,145.0,301.0,39,029,951600
"Census Tract 9517, Columbiana County, Ohio",4628.0,1887.0,506.0,566.0,815.0,446.0,3329.0,446.0,459.0,444.0,453.0,386.0,369.0,257.0,515.0,39,029,951700
"Census Tract 9518, Columbiana County, Ohio",3143.0,1260.0,342.0,510.0,408.0,312.0,2139.0,528.0,189.0,579.0,308.0,253.0,155.0,51.0,76.0,39,029,951800
"Census Tract 9519, Columbiana County, Ohio",3451.0,1497.0,396.0,487.0,614.0,342.0,2475.0,341.0,219.0,429.0,617.0,358.0,281.0,74.0,156.0,39,029,951900
"Census Tract 9520, Columbiana County, Ohio",2991.0,1500.0,304.0,568.0,628.0,277.0,2262.0,364.0,209.0,362.0,322.0,282.0,378.0,154.0,191.0,39,029,952000
"Census Tract 9521, Columbiana County, Ohio",1206.0,530.0,172.0,130.0,228.0,115.0,823.0,238.0,95.0,183.0,119.0,115.0,36.0,11.0,26.0,39,029,952100
"Census Tract 9522, Columbiana County, Ohio",2040.0,712.0,250.0,236.0,226.0,247.0,1257.0,300.0,164.0,226.0,290.0,147.0,89.0,10.0,31.0,39,029,952200
"Census Tract 67.22, Franklin County, Ohio",2945.0,1100.0,374.0,393.0,333.0,209.0,2132.0,366.0,222.0,295.0,217.0,196.0,246.0,129.0,461.0,39,049,006722
"Census Tract 68.10, Franklin County, Ohio",2387.0,987.0,338.0,317.0,332.0,100.0,1693.0,138.0,106.0,123.0,103.0,214.0,214.0,206.0,589.0,39,049,006810
"Census Tract 68.21, Franklin County, Ohio",3434.0,1860.0,249.0,413.0,1198.0,211.0,2851.0,558.0,295.0,595.0,500.0,404.0,202.0,117.0,180.0,39,049,006821
"Census Tract 68.22, Franklin County, Ohio",1945.0,953.0,167.0,367.0,419.0,146.0,1552.0,107.0,107.0,114.0,145.0,314.0,256.0,169.0,340.0,39,049,006822
"Census Tract 69.10, Franklin County, Ohio",1726.0,626.0,273.0,227.0,126.0,141.0,1205.0,172.0,55.0,64.0,67.0,105.0,163.0,74.0,505.0,39,049,006910
"Census Tract 69.21, Franklin County, Ohio",3801.0,1593.0,527.0,377.0,689.0,330.0,2697.0,456.0,239.0,401.0,564.0,432.0,359.0,83.0,163.0,39,049,006921
"Census Tract 69.23, Franklin County, Ohio",4718.0,1549.0,538.0,663.0,348.0,273.0,3372.0,500.0,327.0,554.0,408.0,628.0,367.0,207.0,381.0,39,049,006923
"Census Tract 69.24, Franklin County, Ohio",4227.0,1634.0,515.0,392.0,727.0,467.0,3213.0,465.0,344.0,658.0,641.0,548.0,328.0,111.0,118.0,39,049,006924
"Census Tract 69.31, Franklin County, Ohio",7568.0,2591.0,1033.0,723.0,835.0,624.0,5014.0,1259.0,503.0,981.0,692.0,681.0,333.0,245.0,320.0,39,049,006931
"Census Tract 69.32, Franklin County, Ohio",7361.0,2543.0,936.0,643.0,964.0,513.0,5339.0,1151.0,638.0,934.0,925.0,716.0,611.0,151.0,213.0,39,049,006932
"Census Tract 69.33, Franklin County, Ohio",6720.0,2287.0,1128.0,265.0,894.0,633.0,3917.0,1175.0,489.0,667.0,888.0,205.0,282.0,194.0,17.0,39,049,006933
"Census Tract 69.43, Franklin County, Ohio",4930.0,1991.0,550.0,840.0,601.0,439.0,3619.0,385.0,305.0,773.0,815.0,717.0,291.0,112.0,221.0,39,049,006943
"Census Tract 69.44, Franklin County, Ohio",4777.0,1918.0,369.0,768.0,781.0,716.0,3419.0,358.0,137.0,486.0,617.0,786.0,360.0,136.0,539.0,39,049,006944
"Census Tract 69.45, Franklin County, Ohio",6306.0,2382.0,1034.0,243.0,1105.0,375.0,3878.0,808.0,431.0,476.0,922.0,770.0,233.0,35.0,203.0,39,049,006945
"Census Tract 69.50, Franklin County, Ohio",2559.0,1199.0,262.0,490.0,447.0,76.0,2111.0,273.0,94.0,177.0,130.0,323.0,190.0,97.0,827.0,39,049,006950
"Census Tract 69.91, Franklin County, Ohio",4358.0,1737.0,569.0,772.0,396.0,234.0,3137.0,206.0,153.0,333.0,318.0,313.0,489.0,250.0,1075.0,39,049,006991
"Census Tract 69.92, Franklin County, Ohio",4740.0,2038.0,653.0,253.0,1132.0,188.0,3220.0,612.0,181.0,437.0,374.0,1036.0,393.0,143.0,44.0,39,049,006992
"Census Tract 70.10, Franklin County, Ohio",4888.0,1187.0,312.0,475.0,400.0,459.0,3905.0,1625.0,354.0,373.0,304.0,409.0,347.0,98.0,395.0,39,049,007010
"Census Tract 70.20, Franklin County, Ohio",7735.0,2840.0,1087.0,932.0,821.0,418.0,5455.0,529.0,356.0,423.0,632.0,1096.0,870.0,327.0,1222.0,39,049,007020
"Census Tract 70.41, Franklin County, Ohio",2448.0,974.0,185.0,401.0,388.0,124.0,1805.0,291.0,175.0,233.0,170.0,240.0,185.0,78.0,433.0,39,049,007041
"Census Tract 70.43, Franklin County, Ohio",5815.0,2474.0,612.0,507.0,1355.0,363.0,3957.0,434.0,241.0,425.0,807.0,685.0,671.0,88.0,606.0,39,049,007043
"Census Tract 70.44, Franklin County, Ohio",6309.0,2757.0,749.0,705.0,1303.0,569.0,4506.0,261.0,202.0,327.0,414.0,786.0,792.0,202.0,1522.0,39,049,007044
"Census Tract 70.47, Franklin County, Ohio",4257.0,1750.0,495.0,387.0,868.0,327.0,3305.0,385.0,176.0,424.0,345.0,695.0,472.0,249.0,559.0,39,049,007047
"Census Tract 70.48, Franklin County, Ohio",6987.0,2446.0,1136.0,502.0,808.0,373.0,4988.0,529.0,146.0,695.0,593.0,707.0,633.0,304.0,1381.0,39,049,007048
"Census Tract 71.01, Franklin County, Ohio",2997.0,1240.0,360.0,569.0,311.0,122.0,2434.0,460.0,55.0,354.0,443.0,358.0,340.0,73.0,351.0,39,049,007101
"Census Tract 71.02, Franklin County, Ohio",3255.0,1398.0,425.0,453.0,520.0,270.0,2511.0,367.0,151.0,242.0,125.0,226.0,284.0,269.0,847.0,39,049,007102
"Census Tract 71.03, Franklin County, Ohio",3633.0,1621.0,456.0,729.0,436.0,303.0,2693.0,379.0,122.0,157.0,243.0,489.0,565.0,424.0,314.0,39,049,007103
"Census Tract 71.12, Franklin County, Ohio",6693.0,2284.0,850.0,585.0,849.0,571.0,4652.0,833.0,311.0,729.0,683.0,798.0,428.0,102.0,768.0,39,049,007112
"Census Tract 71.13, Franklin County, Ohio",6232.0,1887.0,875.0,461.0,551.0,729.0,3859.0,683.0,403.0,548.0,648.0,757.0,460.0,64.0,296.0,39,049,007113
"Census Tract 71.14, Franklin County, Ohio",5022.0,2107.0,576.0,613.0,918.0,219.0,3875.0,664.0,271.0,519.0,541.0,803.0,350.0,180.0,547.0,39,049,007114
"Census Tract 71.15, Franklin County, Ohio",6231.0,2358.0,785.0,596.0,977.0,276.0,4175.0,529.0,505.0,849.0,810.0,730.0,357.0,79.0,316.0,39,049,007115
"Census Tract 71.20, Franklin County, Ohio",4618.0,1610.0,668.0,477.0,465.0,386.0,3229.0,438.0,175.0,544.0,357.0,600.0,538.0,146.0,431.0,39,049,007120
"Census Tract 71.93, Franklin County, Ohio",7030.0,2543.0,989.0,1125.0,429.0,555.0,5185.0,886.0,216.0,453.0,378.0,622.0,708.0,238.0,1684.0,39,049,007193
"Census Tract 71.98, Franklin County, Ohio",2937.0,1101.0,333.0,445.0,323.0,111.0,2078.0,247.0,110.0,193.0,242.0,342.0,254.0,74.0,616.0,39,049,007198
"Census Tract 71.99, Franklin County, Ohio",7050.0,2841.0,922.0,833.0,1086.0,792.0,5113.0,703.0,687.0,515.0,398.0,891.0,1096.0,350.0,473.0,39,049,007199
"Census Tract 72.02, Franklin County, Ohio",3741.0,1543.0,444.0,370.0,729.0,198.0,2798.0,338.0,135.0,431.0,573.0,406.0,416.0,248.0,251.0,39,049,007202
"Census Tract 72.05, Franklin County, Ohio",5719.0,3133.0,310.0,1228.0,1595.0,206.0,5102.0,125.0,122.0,329.0,539.0,1093.0,973.0,725.0,1196.0,39,049,007205
"Census Tract 72.09, Franklin County, Ohio",9200.0,4190.0,1077.0,1149.0,1964.0,394.0,6553.0,319.0,211.0,634.0,849.0,1107.0,718.0,677.0,2038.0,39,049,007209
"Census Tract 72.11, Franklin County, Ohio",4396.0,1245.0,713.0,416.0,116.0,450.0,2817.0,439.0,138.0,421.0,153.0,253.0,90.0,49.0,1274.0,39,049,007211
"Census Tract 72.12, Franklin County, Ohio",5076.0,1811.0,804.0,602.0,405.0,470.0,3440.0,419.0,77.0,177.0,243.0,409.0,288.0,122.0,1705.0,39,049,007212
"Census Tract 72.13, Franklin County, Ohio",6005.0,1847.0,1164.0,486.0,197.0,502.0,3804.0,498.0,145.0,178.0,348.0,369.0,335.0,197.0,1734.0,39,049,007213
"Census Tract 72.14, Franklin County, Ohio",3004.0,1661.0,200.0,499.0,962.0,119.0,2586.0,212.0,134.0,195.0,334.0,436.0,524.0,186.0,565.0,39,049,007214
