NAME,B01003_001E,B11005_001E,B11005_002E,B11005_012E,B11005_017E,B06010_002E,B06010_003E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,state,county,tract
"Census Tract 72.15, Franklin County, Ohio",5613.0,2471.0,723.0,752.0,996.0,299.0,3956.0,524.0,71.0,381.0,178.0,474.0,626.0,336.0,1366.0,39,049,007215
"Census Tract 73.01, Franklin County, Ohio",6484.0,1942.0,1001.0,381.0,560.0,748.0,4209.0,495.0,116.0,774.0,722.0,734.0,492.0,225.0,651.0,39,049,007301
"Census Tract 73.02, Franklin County, Ohio",4686.0,1979.0,668.0,615.0,696.0,182.0,3498.0,258.0,128.0,362.0,424.0,968.0,453.0,252.0,653.0,39,049,007302
"Census Tract 73.03, Franklin County, Ohio",5562.0,2142.0,740.0,581.0,821.0,333.0,4100.0,532.0,195.0,704.0,302.0,761.0,465.0,181.0,960.0,39,049,007303
"Census Tract 7553.01, Licking County, Ohio",3668.0,1246.0,546.0,408.0,292.0,373.0,2414.0,374.0,170.0,205.0,262.0,334.0,331.0,156.0,582.0,39,089,755301
"Census Tract 7553.02, Licking County, Ohio",4012.0,1629.0,409.0,695.0,525.0,186.0,3125.0,545.0,216.0,447.0,318.0,501.0,428.0,192.0,478.0,39,089,755302
"Census Tract 7556.01, Licking County, Ohio",2943.0,1209.0,277.0,698.0,234.0,242.0,2398.0,291.0,101.0,133.0,241.0,198.0,524.0,45.0,865.0,39,089,755601
"Census Tract 7556.02, Licking County, Ohio",2555.0,1095.0,253.0,519.0,323.0,150.0,2064.0,231.0,158.0,330.0,242.0,312.0,262.0,171.0,358.0,39,089,755602
"Census Tract 7559.01, Licking County, Ohio",4669.0,1591.0,703.0,613.0,275.0,555.0,3104.0,348.0,273.0,180.0,588.0,465.0,320.0,166.0,764.0,39,089,755901
"Census Tract 7559.02, Licking County, Ohio",1959.0,805.0,133.0,448.0,224.0,121.0,1690.0,280.0,189.0,214.0,222.0,281.0,140.0,155.0,209.0,39,089,755902
"Census Tract 7562.01, Licking County, Ohio",2667.0,1099.0,345.0,380.0,374.0,248.0,1908.0,338.0,76.0,199.0,240.0,240.0,231.0,178.0,406.0,39,089,756201
"Census Tract 7562.03, Licking County, Ohio",2483.0,917.0,376.0,326.0,215.0,160.0,1840.0,86.0,102.0,65.0,283.0,331.0,260.0,163.0,550.0,39,089,756203
"Census Tract 7562.04, Licking County, Ohio",6117.0,1931.0,866.0,678.0,387.0,708.0,4130.0,286.0,313.0,539.0,352.0,810.0,639.0,257.0,934.0,39,089,756204
"Census Tract 7565, Licking County, Ohio",4308.0,1552.0,551.0,594.0,407.0,450.0,2984.0,436.0,185.0,572.0,426.0,557.0,261.0,138.0,409.0,39,089,756500
"Census Tract 7568.01, Licking County, Ohio",3743.0,1525.0,568.0,572.0,385.0,267.0,2720.0,328.0,220.0,380.0,633.0,466.0,289.0,125.0,279.0,39,089,756801
"Census Tract 7568.02, Licking County, Ohio",1492.0,415.0,191.0,164.0,60.0,92.0,1072.0,153.0,25.0,172.0,88.0,178.0,155.0,91.0,210.0,39,089,756802
"Census Tract 7568.03, Licking County, Ohio",3606.0,1229.0,449.0,609.0,171.0,292.0,2551.0,245.0,68.0,322.0,275.0,507.0,260.0,152.0,722.0,39,089,756803
"Census Tract 7571, Licking County, Ohio",4343.0,1442.0,452.0,742.0,248.0,338.0,3041.0,399.0,178.0,371.0,389.0,444.0,364.0,191.0,705.0,39,089,757100
"Census Tract 7574.01, Licking County, Ohio",4406.0,1494.0,764.0,436.0,294.0,268.0,2880.0,269.0,108.0,350.0,358.0,384.0,298.0,418.0,695.0,39,089,757401
"Census Tract 7574.02, Licking County, Ohio",2449.0,800.0,332.0,305.0,163.0,101.0,1727.0,27.0,157.0,322.0,349.0,183.0,213.0,16.0,460.0,39,089,757402
"Census Tract 7577.01, Licking County, Ohio",3130.0,854.0,261.0,390.0,203.0,435.0,2366.0,860.0,132.0,132.0,175.0,198.0,53.0,43.0,773.0,39,089,757701
"Census Tract 7577.02, Licking County, Ohio",5096.0,1464.0,437.0,758.0,269.0,800.0,3761.0,1480.0,126.0,363.0,188.0,291.0,352.0,161.0,800.0,39,089,757702
"Census Tract 7583, Licking County, Ohio",2839.0,1294.0,226.0,580.0,488.0,134.0,2375.0,339.0,259.0,376.0,294.0,399.0,184.0,252.0,272.0,39,089,758300
"Census Tract 7586.01, Licking County, Ohio",3256.0,1089.0,532.0,389.0,168.0,389.0,2249.0,378.0,112.0,288.0,264.0,299.0,337.0,153.0,418.0,39,089,758601
"Census Tract 7586.02, Licking County, Ohio",4103.0,1617.0,490.0,712.0,415.0,286.0,3202.0,301.0,433.0,418.0,397.0,585.0,343.0,137.0,588.0,39,089,758602
"Census Tract 7589.01, Licking County, Ohio",2576.0,951.0,365.0,420.0,166.0,135.0,1857.0,145.0,160.0,333.0,256.0,380.0,147.0,71.0,365.0,39,089,758901
"Census Tract 7589.02, Licking County, Ohio",3130.0,1162.0,295.0,620.0,247.0,310.0,2354.0,360.0,202.0,425.0,371.0,352.0,206.0,123.0,315.0,39,089,758902
"Census Tract 7590, Licking County, Ohio",3336.0,1510.0,311.0,337.0,862.0,353.0,2524.0,738.0,407.0,687.0,297.0,223.0,95.0,35.0,42.0,39,089,759000
"Census Tract 7591.01, Licking County, Ohio",4682.0,1798.0,492.0,720.0,586.0,465.0,3272.0,432.0,317.0,474.0,609.0,413.0,400.0,206.0,421.0,39,089,759101
"Census Tract 7591.02, Licking County, Ohio",3088.0,1010.0,450.0,361.0,199.0,257.0,2088.0,325.0,144.0,179.0,225.0,137.0,248.0,89.0,741.0,39,089,759102
"Census Tract 38, Logan County, Ohio",3739.0,1295.0,505.0,520.0,270.0,373.0,2661.0,532.0,204.0,405.0,326.0,441.0,356.0,96.0,301.0,39,091,003800
"Census Tract 39, Logan County, Ohio",4691.0,1735.0,619.0,715.0,401.0,374.0,3496.0,604.0,272.0,396.0,403.0,724.0,531.0,209.0,357.0,39,091,003900
"Census Tract 40, Logan County, Ohio",2989.0,1494.0,195.0,810.0,489.0,283.0,2460.0,335.0,224.0,329.0,413.0,283.0,273.0,107.0,496.0,39,091,004000
"Census Tract 41, Logan County, Ohio",2624.0,1202.0,314.0,415.0,473.0,205.0,1980.0,371.0,261.0,238.0,368.0,285.0,198.0,72.0,187.0,39,091,004100
"Census Tract 42, Logan County, Ohio",1932.0,948.0,256.0,246.0,446.0,165.0,1396.0,344.0,143.0,212.0,166.0,154.0,112.0,77.0,188.0,39,091,004200
"Census Tract 43, Logan County, Ohio",5410.0,2386.0,699.0,832.0,855.0,630.0,4015.0,517.0,330.0,432.0,620.0,694.0,778.0,133.0,511.0,39,091,004300
"Census Tract 44, Logan County, Ohio",4855.0,2044.0,629.0,452.0,963.0,259.0,3383.0,818.0,281.0,577.0,579.0,707.0,200.0,46.0,175.0,39,091,004400
"Census Tract 45, Logan County, Ohio",3809.0,1557.0,518.0,467.0,572.0,379.0,2565.0,313.0,225.0,382.0,529.0,606.0,308.0,85.0,117.0,39,091,004500
"Census Tract 46, Logan County, Ohio",5618.0,2200.0,935.0,757.0,508.0,486.0,3847.0,615.0,346.0,228.0,490.0,747.0,546.0,149.0,726.0,39,091,004600
"Census Tract 47, Logan County, Ohio",5602.0,2075.0,626.0,1017.0,432.0,327.0,3992.0,529.0,267.0,507.0,720.0,691.0,351.0,378.0,549.0,39,091,004700
"Census Tract 48, Logan County, Ohio",4046.0,1668.0,461.0,672.0,535.0,246.0,3159.0,498.0,352.0,352.0,405.0,509.0,367.0,201.0,475.0,39,091,004800
"Census Tract 102, Lorain County, Ohio",4131.0,1620.0,544.0,642.0,434.0,374.0,2955.0,571.0,205.0,307.0,276.0,356.0,297.0,182.0,761.0,39,093,010200
"Census Tract 103, Lorain County, Ohio",5524.0,2366.0,800.0,712.0,854.0,323.0,4156.0,523.0,323.0,591.0,234.0,509.0,590.0,151.0,1235.0,39,093,010300
"Census Tract 104, Lorain County, Ohio",3684.0,1902.0,452.0,435.0,1015.0,287.0,2916.0,360.0,375.0,224.0,397.0,314.0,348.0,140.0,758.0,39,093,010400
"Census Tract 131.01, Lorain County, Ohio",4610.0,1765.0,640.0,588.0,537.0,355.0,3222.0,442.0,182.0,305.0,469.0,377.0,188.0,180.0,1079.0,39,093,013101
"Census Tract 131.02, Lorain County, Ohio",4870.0,1677.0,743.0,771.0,163.0,343.0,3276.0,352.0,122.0,393.0,231.0,284.0,485.0,185.0,1224.0,39,093,013102
"Census Tract 132.01, Lorain County, Ohio",8387.0,2908.0,1392.0,959.0,557.0,586.0,5689.0,613.0,227.0,409.0,548.0,362.0,1076.0,455.0,1999.0,39,093,013201
"Census Tract 132.02, Lorain County, Ohio",5366.0,2146.0,832.0,654.0,660.0,756.0,3420.0,500.0,214.0,275.0,502.0,248.0,359.0,115.0,1207.0,39,093,013202
"Census Tract 211, Lorain County, Ohio",3474.0,1533.0,316.0,598.0,619.0,180.0,2889.0,353.0,277.0,376.0,366.0,728.0,434.0,116.0,239.0,39,093,021100
"Census Tract 212, Lorain County, Ohio",5527.0,2386.0,617.0,965.0,804.0,246.0,4500.0,693.0,191.0,1001.0,670.0,828.0,580.0,244.0,293.0,39,093,021200
"Census Tract 221, Lorain County, Ohio",1937.0,755.0,192.0,300.0,263.0,95.0,1307.0,107.0,156.0,245.0,186.0,244.0,150.0,78.0,141.0,39,093,022100
"Census Tract 6017.03, Portage County, Ohio",3271.0,1391.0,343.0,428.0,620.0,171.0,2728.0,526.0,181.0,482.0,200.0,479.0,565.0,105.0,190.0,39,133,601703
"Census Tract 6017.04, Portage County, Ohio",3097.0,1245.0,374.0,519.0,352.0,203.0,2371.0,216.0,136.0,342.0,348.0,497.0,215.0,122.0,495.0,39,133,601704
"Census Tract 6018.01, Portage County, Ohio",3748.0,1303.0,480.0,640.0,183.0,163.0,2815.0,306.0,217.0,378.0,323.0,605.0,277.0,171.0,538.0,39,133,601801
"Census Tract 6018.02, Portage County, Ohio",4441.0,1599.0,507.0,666.0,426.0,460.0,3326.0,748.0,241.0,283.0,403.0,770.0,289.0,173.0,419.0,39,133,601802
"Census Tract 6019.01, Portage County, Ohio",2711.0,868.0,330.0,298.0,240.0,195.0,1875.0,354.0,277.0,205.0,146.0,335.0,358.0,102.0,98.0,39,133,601901
"Census Tract 6019.02, Portage County, Ohio",2822.0,1024.0,346.0,311.0,367.0,225.0,2077.0,346.0,237.0,236.0,429.0,324.0,284.0,26.0,195.0,39,133,601902
"Census Tract 6020, Portage County, Ohio",5298.0,2012.0,569.0,884.0,559.0,502.0,4003.0,500.0,359.0,531.0,686.0,825.0,488.0,114.0,500.0,39,133,602000
"Census Tract 6021.01, Portage County, Ohio",3744.0,1526.0,446.0,678.0,402.0,264.0,2809.0,358.0,316.0,334.0,450.0,637.0,241.0,189.0,284.0,39,133,602101
"Census Tract 6021.02, Portage County, Ohio",3442.0,1500.0,264.0,647.0,589.0,186.0,2856.0,408.0,274.0,531.0,491.0,544.0,286.0,55.0,267.0,39,133,602102
"Census Tract 4001, Preble County, Ohio",3214.0,1324.0,436.0,436.0,452.0,196.0,2436.0,385.0,262.0,405.0,394.0,478.0,343.0,37.0,132.0,39,135,400100
"Census Tract 4101, Preble County, Ohio",2120.0,800.0,263.0,318.0,219.0,197.0,1470.0,233.0,152.0,161.0,270.0,228.0,194.0,105.0,127.0,39,135,410100
"Census Tract 4201, Preble County, Ohio",4428.0,1826.0,558.0,685.0,583.0,331.0,3289.0,469.0,223.0,567.0,593.0,591.0,447.0,157.0,242.0,39,135,420100
"Census Tract 4301, Preble County, Ohio",2706.0,1051.0,358.0,464.0,229.0,207.0,1938.0,246.0,160.0,332.0,225.0,307.0,326.0,122.0,220.0,39,135,430100
"Census Tract 4401, Preble County, Ohio",3715.0,1470.0,492.0,676.0,302.0,321.0,2741.0,433.0,207.0,497.0,340.0,366.0,385.0,185.0,328.0,39,135,440100
"Census Tract 4501, Preble County, Ohio",2233.0,1013.0,230.0,471.0,312.0,117.0,1729.0,203.0,153.0,233.0,210.0,236.0,248.0,84.0,362.0,39,135,450100
"Census Tract 4550.01, Preble County, Ohio",2231.0,906.0,246.0,319.0,341.0,166.0,1703.0,299.0,201.0,357.0,256.0,230.0,162.0,44.0,154.0,39,135,455001
"Census Tract 4550.02, Preble County, Ohio",5640.0,2406.0,765.0,474.0,1167.0,325.0,4223.0,625.0,450.0,674.0,880.0,455.0,599.0,118.0,422.0,39,135,455002
"Census Tract 4601, Preble County, Ohio",2727.0,932.0,284.0,435.0,213.0,241.0,1800.0,189.0,237.0,360.0,217.0,297.0,284.0,72.0,144.0,39,135,460100
"Census Tract 4701.01, Preble County, Ohio",3626.0,1436.0,459.0,663.0,314.0,177.0,2740.0,272.0,196.0,480.0,440.0,450.0,326.0,128.0,448.0,39,135,470101
"Census Tract 4701.02, Preble County, Ohio",4080.0,1579.0,517.0,729.0,333.0,429.0,3078.0,600.0,279.0,606.0,461.0,430.0,221.0,97.0,384.0,39,135,470102
"Census Tract 4801, Preble County, Ohio",4275.0,1674.0,496.0,731.0,447.0,521.0,3144.0,351.0,212.0,501.0,385.0,515.0,563.0,152.0,465.0,39,135,480100
"Census Tract 301, Putnam County, Ohio",4618.0,1715.0,596.0,620.0,499.0,348.0,3210.0,412.0,251.0,605.0,523.0,468.0,476.0,144.0,331.0,39,137,030100
"Census Tract 302, Putnam County, Ohio",5857.0,2273.0,783.0,959.0,531.0,470.0,4105.0,530.0,403.0,577.0,613.0,674.0,543.0,247.0,518.0,39,137,030200
"Census Tract 303.01, Putnam County, Ohio",3665.0,1481.0,585.0,540.0,356.0,137.0,2752.0,338.0,231.0,493.0,485.0,554.0,139.0,144.0,368.0,39,137,030301
"Census Tract 303.02, Putnam County, Ohio",4129.0,1693.0,537.0,596.0,560.0,234.0,3144.0,383.0,169.0,581.0,357.0,521.0,340.0,238.0,555.0,39,137,030302
"Census Tract 304, Putnam County, Ohio",3247.0,1268.0,367.0,560.0,341.0,190.0,2328.0,337.0,184.0,262.0,297.0,468.0,364.0,99.0,317.0,39,137,030400
"Census Tract 305, Putnam County, Ohio",3664.0,1350.0,458.0,503.0,389.0,314.0,2412.0,263.0,175.0,305.0,332.0,593.0,403.0,108.0,233.0,39,137,030500
"Census Tract 306, Putnam County, Ohio",3952.0,1597.0,440.0,784.0,373.0,146.0,2966.0,322.0,110.0,421.0,386.0,762.0,388.0,105.0,472.0,39,137,030600
"Census Tract 307, Putnam County, Ohio",4704.0,1924.0,535.0,919.0,470.0,222.0,3593.0,455.0,191.0,469.0,447.0,734.0,456.0,282.0,559.0,39,137,030700
"Census Tract 4, Richland County, Ohio",2230.0,919.0,335.0,246.0,338.0,230.0,1507.0,351.0,203.0,377.0,251.0,199.0,42.0,34.0,50.0,39,139,000400
"Census Tract 5, Richland County, Ohio",3305.0,1624.0,258.0,328.0,1038.0,320.0,2399.0,688.0,398.0,514.0,402.0,194.0,92.0,43.0,68.0,39,139,000500
"Census Tract 6, Richland County, Ohio",2928.0,986.0,466.0,227.0,293.0,152.0,2054.0,590.0,337.0,294.0,394.0,253.0,86.0,10.0,90.0,39,139,000600
"Census Tract 7, Richland County, Ohio",2979.0,1155.0,359.0,300.0,496.0,184.0,1950.0,516.0,409.0,406.0,291.0,194.0,107.0,5.0,22.0,39,139,000700
"Census Tract 8, Richland County, Ohio",2618.0,1124.0,342.0,284.0,498.0,240.0,1764.0,471.0,133.0,420.0,364.0,109.0,141.0,112.0,14.0,39,139,000800
"Census Tract 9, Richland County, Ohio",4389.0,1930.0,540.0,562.0,828.0,252.0,3056.0,498.0,358.0,677.0,551.0,440.0,225.0,95.0,212.0,39,139,000900
"Census Tract 10, Richland County, Ohio",6079.0,2896.0,622.0,734.0,1540.0,706.0,4488.0,1055.0,508.0,990.0,832.0,780.0,71.0,28.0,224.0,39,139,001000
"Census Tract 11, Richland County, Ohio",2557.0,1203.0,244.0,365.0,594.0,209.0,2165.0,490.0,283.0,312.0,283.0,433.0,137.0,79.0,148.0,39,139,001100
"Census Tract 12, Richland County, Ohio",3868.0,1856.0,339.0,505.0,1012.0,307.0,2951.0,564.0,165.0,496.0,411.0,474.0,297.0,200.0,344.0,39,139,001200
"Census Tract 13, Richland County, Ohio",3290.0,1395.0,343.0,384.0,668.0,145.0,2331.0,397.0,159.0,457.0,344.0,466.0,226.0,104.0,178.0,39,139,001300
"Census Tract 14, Richland County, Ohio",2161.0,1168.0,156.0,357.0,655.0,119.0,1765.0,210.0,119.0,651.0,291.0,291.0,91.0,43.0,69.0,39,139,001400
"Census Tract 15, Richland County, Ohio",1872.0,773.0,226.0,339.0,208.0,221.0,1309.0,319.0,241.0,235.0,161.0,205.0,108.0,8.0,32.0,39,139,001500
"Census Tract 16, Richland County, Ohio",1588.0,671.0,189.0,199.0,283.0,206.0,1042.0,270.0,154.0,256.0,165.0,83.0,77.0,14.0,23.0,39,139,001600
"Census Tract 17, Richland County, Ohio",5077.0,27.0,0.0,5.0,22.0,314.0,4763.0,4557.0,53.0,80.0,37.0,19.0,9.0,0.0,8.0,39,139,001700
"Census Tract 18, Richland County, Ohio",3721.0,1475.0,505.0,566.0,404.0,263.0,2800.0,411.0,433.0,482.0,388.0,428.0,342.0,93.0,223.0,39,139,001800
"Census Tract 19, Richland County, Ohio",6065.0,2530.0,581.0,1106.0,843.0,461.0,4637.0,550.0,476.0,812.0,867.0,818.0,544.0,168.0,402.0,39,139,001900
"Census Tract 20, Richland County, Ohio",5115.0,2099.0,564.0,1084.0,451.0,235.0,4181.0,579.0,340.0,534.0,888.0,719.0,548.0,244.0,329.0,39,139,002000
"Census Tract 21.01, Richland County, Ohio",4944.0,2488.0,499.0,692.0,1297.0,311.0,3901.0,704.0,290.0,592.0,695.0,793.0,235.0,161.0,431.0,39,139,002101
"Census Tract 9523, Columbiana County, Ohio",2617.0,1067.0,519.0,172.0,376.0,254.0,1656.0,529.0,203.0,491.0,283.0,21.0,96.0,0.0,33.0,39,029,952300
"Census Tract 9524, Columbiana County, Ohio",4164.0,1698.0,427.0,694.0,577.0,442.0,3161.0,648.0,370.0,441.0,553.0,492.0,255.0,72.0,330.0,39,029,952400
"Census Tract 9609, Coshocton County, Ohio",5031.0,1863.0,516.0,848.0,499.0,559.0,3499.0,636.0,243.0,626.0,614.0,528.0,318.0,73.0,461.0,39,031,960900
"Census Tract 9610, Coshocton County, Ohio",4675.0,1580.0,500.0,735.0,345.0,490.0,2997.0,353.0,334.0,696.0,377.0,347.0,471.0,55.0,364.0,39,031,961000
"Census Tract 9611, Coshocton County, Ohio",4489.0,1784.0,485.0,822.0,477.0,555.0,3137.0,573.0,365.0,791.0,328.0,508.0,362.0,91.0,119.0,39,031,961100
"Census Tract 9612, Coshocton County, Ohio",3195.0,1371.0,390.0,562.0,419.0,267.0,2365.0,369.0,195.0,494.0,545.0,322.0,208.0,83.0,149.0,39,031,961200
"Census Tract 9613, Coshocton County, Ohio",3612.0,1442.0,470.0,458.0,514.0,370.0,2610.0,595.0,290.0,517.0,405.0,312.0,301.0,57.0,133.0,39,031,961300
"Census Tract 9614, Coshocton County, Ohio",2856.0,1329.0,284.0,313.0,732.0,108.0,2193.0,568.0,368.0,581.0,218.0,280.0,115.0,15.0,48.0,39,031,961400
"Census Tract 9615, Coshocton County, Ohio",2569.0,1090.0,359.0,271.0,460.0,274.0,1855.0,574.0,117.0,249.0,208.0,271.0,343.0,0.0,93.0,39,031,961500
"Census Tract 9616, Coshocton County, Ohio",2621.0,1016.0,278.0,463.0,275.0,189.0,1887.0,318.0,167.0,317.0,296.0,338.0,249.0,86.0,116.0,39,031,961600
"Census Tract 9617, Coshocton County, Ohio",2768.0,1213.0,366.0,524.0,323.0,135.0,2156.0,251.0,224.0,535.0,350.0,368.0,256.0,5.0,167.0,39,031,961700
"Census Tract 9618, Coshocton County, Ohio",4742.0,1891.0,708.0,655.0,528.0,346.0,3500.0,816.0,322.0,514.0,819.0,372.0,304.0,150.0,203.0,39,031,961800
"Census Tract 9741, Crawford County, Ohio",3520.0,1473.0,462.0,572.0,439.0,264.0,2533.0,360.0,225.0,527.0,456.0,394.0,256.0,123.0,192.0,39,033,974100
"Census Tract 9742, Crawford County, Ohio",3701.0,1550.0,475.0,705.0,370.0,293.0,2868.0,358.0,188.0,397.0,495.0,787.0,298.0,77.0,268.0,39,033,974200
"Census Tract 9743, Crawford County, Ohio",3030.0,1440.0,531.0,459.0,450.0,196.0,2184.0,298.0,147.0,312.0,346.0,500.0,183.0,96.0,302.0,39,033,974300
"Census Tract 9744, Crawford County, Ohio",2991.0,1193.0,307.0,457.0,429.0,332.0,2184.0,302.0,347.0,566.0,305.0,392.0,130.0,38.0,104.0,39,033,974400
"Census Tract 9745, Crawford County, Ohio",3905.0,1769.0,505.0,440.0,824.0,187.0,2930.0,357.0,319.0,679.0,697.0,427.0,298.0,68.0,85.0,39,033,974500
"Census Tract 9746, Crawford County, Ohio",2836.0,1214.0,256.0,377.0,581.0,271.0,2107.0,432.0,303.0,436.0,283.0,390.0,173.0,33.0,57.0,39,033,974600
"Census Tract 9747, Crawford County, Ohio",4095.0,1672.0,412.0,852.0,408.0,263.0,3114.0,386.0,215.0,512.0,445.0,607.0,585.0,106.0,258.0,39,033,974700
"Census Tract 9748, Crawford County, Ohio",2175.0,962.0,227.0,373.0,362.0,124.0,1610.0,401.0,195.0,189.0,193.0,229.0,160.0,131.0,112.0,39,033,974800
"Census Tract 9749, Crawford County, Ohio",3021.0,1176.0,336.0,470.0,370.0,228.0,2192.0,502.0,222.0,441.0,335.0,273.0,225.0,62.0,132.0,39,033,974900
"Census Tract 9750, Crawford County, Ohio",3790.0,1618.0,467.0,618.0,533.0,322.0,2725.0,502.0,225.0,522.0,512.0,386.0,332.0,79.0,167.0,39,033,975000
"Census Tract 9751, Crawford County, Ohio",3048.0,1191.0,498.0,334.0,359.0,191.0,2227.0,573.0,232.0,408.0,346.0,236.0,132.0,205.0,95.0,39,033,975100
"Census Tract 9752, Crawford County, Ohio",2315.0,1108.0,199.0,473.0,436.0,237.0,1862.0,283.0,154.0,427.0,342.0,212.0,162.0,54.0,228.0,39,033,975200
"Census Tract 9753, Crawford County, Ohio",3176.0,1562.0,388.0,419.0,755.0,315.0,2396.0,485.0,442.0,615.0,280.0,425.0,54.0,40.0,55.0,39,033,975300
"Census Tract 1011.01, Cuyahoga County, Ohio",2260.0,1080.0,189.0,168.0,723.0,183.0,1660.0,610.0,206.0,235.0,196.0,207.0,78.0,13.0,115.0,39,035,101101
"Census Tract 1011.02, Cuyahoga County, Ohio",4540.0,2777.0,258.0,498.0,2021.0,418.0,3623.0,430.0,305.0,352.0,491.0,656.0,420.0,228.0,741.0,39,035,101102
"Census Tract 1012.01, Cuyahoga County, Ohio",2771.0,1807.0,273.0,220.0,1314.0,97.0,2324.0,427.0,552.0,358.0,196.0,303.0,196.0,58.0,234.0,39,035,101201
"Census Tract 1013, Cuyahoga County, Ohio",1798.0,972.0,155.0,67.0,750.0,112.0,1439.0,303.0,137.0,341.0,222.0,100.0,213.0,91.0,32.0,39,035,101300
"Census Tract 1014, Cuyahoga County, Ohio",1982.0,778.0,346.0,121.0,311.0,266.0,1132.0,378.0,155.0,132.0,210.0,127.0,75.0,16.0,39.0,39,035,101400
"Census Tract 1015.01, Cuyahoga County, Ohio",2026.0,892.0,285.0,198.0,409.0,234.0,1411.0,296.0,204.0,402.0,157.0,170.0,82.0,36.0,64.0,39,035,101501
"Census Tract 1016.03, Cuyahoga County, Ohio",2784.0,985.0,367.0,201.0,417.0,540.0,1581.0,295.0,217.0,511.0,237.0,204.0,65.0,0.0,52.0,39,035,101603
"Census Tract 1017, Cuyahoga County, Ohio",2647.0,1346.0,409.0,188.0,749.0,594.0,1470.0,496.0,179.0,328.0,134.0,227.0,96.0,10.0,0.0,39,035,101700
"Census Tract 1018, Cuyahoga County, Ohio",2870.0,1032.0,409.0,192.0,431.0,407.0,1746.0,637.0,371.0,206.0,94.0,240.0,46.0,55.0,97.0,39,035,101800
"Census Tract 1019.01, Cuyahoga County, Ohio",1395.0,552.0,131.0,187.0,234.0,198.0,990.0,270.0,71.0,199.0,189.0,102.0,85.0,29.0,45.0,39,035,101901
"Census Tract 1021.01, Cuyahoga County, Ohio",3342.0,1306.0,379.0,422.0,505.0,379.0,2380.0,533.0,270.0,526.0,405.0,300.0,220.0,70.0,56.0,39,035,102101
"Census Tract 1021.02, Cuyahoga County, Ohio",2721.0,1126.0,286.0,329.0,511.0,217.0,1856.0,380.0,233.0,349.0,330.0,351.0,135.0,68.0,10.0,39,035,102102
"Census Tract 1022, Cuyahoga County, Ohio",3131.0,1298.0,517.0,340.0,441.0,234.0,2227.0,420.0,226.0,450.0,323.0,360.0,216.0,131.0,101.0,39,035,102200
"Census Tract 1023, Cuyahoga County, Ohio",1925.0,832.0,339.0,183.0,310.0,256.0,1208.0,227.0,146.0,336.0,211.0,169.0,75.0,21.0,23.0,39,035,102300
"Census Tract 1024.01, Cuyahoga County, Ohio",2158.0,832.0,288.0,303.0,241.0,272.0,1444.0,350.0,189.0,315.0,225.0,235.0,72.0,0.0,58.0,39,035,102401
"Census Tract 1024.02, Cuyahoga County, Ohio",3442.0,1196.0,505.0,285.0,406.0,231.0,2353.0,798.0,441.0,560.0,181.0,172.0,42.0,50.0,109.0,39,035,102402
"Census Tract 1027, Cuyahoga County, Ohio",3669.0,1731.0,742.0,180.0,809.0,358.0,2437.0,799.0,364.0,435.0,228.0,236.0,55.0,0.0,320.0,39,035,102700
"Census Tract 1028, Cuyahoga County, Ohio",1787.0,665.0,190.0,215.0,260.0,210.0,1189.0,406.0,163.0,271.0,145.0,66.0,55.0,75.0,8.0,39,035,102800
"Census Tract 1029, Cuyahoga County, Ohio",1817.0,640.0,219.0,193.0,228.0,291.0,1222.0,273.0,142.0,220.0,245.0,180.0,91.0,41.0,30.0,39,035,102900
"Census Tract 1033, Cuyahoga County, Ohio",2576.0,1372.0,298.0,76.0,998.0,214.0,1678.0,389.0,221.0,134.0,77.0,95.0,357.0,171.0,234.0,39,035,103300
"Census Tract 1035, Cuyahoga County, Ohio",1463.0,733.0,86.0,151.0,496.0,72.0,1255.0,264.0,86.0,205.0,116.0,150.0,168.0,52.0,214.0,39,035,103500
"Census Tract 73.06, Franklin County, Ohio",4207.0,1466.0,589.0,689.0,188.0,516.0,2809.0,296.0,101.0,193.0,81.0,268.0,284.0,188.0,1398.0,39,049,007306
"Census Tract 73.94, Franklin County, Ohio",2474.0,993.0,274.0,471.0,248.0,186.0,1853.0,158.0,129.0,234.0,126.0,198.0,139.0,45.0,824.0,39,049,007394
"Census Tract 73.97, Franklin County, Ohio",3416.0,1282.0,529.0,250.0,503.0,224.0,2176.0,29.0,127.0,365.0,414.0,385.0,308.0,245.0,303.0,39,049,007397
"Census Tract 73.98, Franklin County, Ohio",7724.0,2346.0,1022.0,792.0,532.0,569.0,5086.0,1204.0,512.0,232.0,280.0,594.0,702.0,311.0,1251.0,39,049,007398
"Census Tract 74.24, Franklin County, Ohio",6214.0,2152.0,981.0,658.0,513.0,538.0,4326.0,670.0,394.0,683.0,489.0,909.0,400.0,259.0,522.0,39,049,007424
"Census Tract 74.25, Franklin County, Ohio",2603.0,1130.0,347.0,347.0,436.0,138.0,2071.0,184.0,184.0,332.0,226.0,421.0,197.0,136.0,391.0,39,049,007425
"Census Tract 74.26, Franklin County, Ohio",3674.0,1514.0,415.0,559.0,540.0,325.0,2710.0,250.0,68.0,333.0,204.0,497.0,456.0,364.0,538.0,39,049,007426
