name,formatted_address,rating,user_ratings_total,latitude,longitude
Whole Foods Market,"808 Massachusetts Ave, Arlington, MA 02476, United States",4.3,641,42.4162493,-71.1597889
Whole Foods Market,"255 Amherst St, Nashua, NH 03063, United States",4.2,875,42.77953369999999,-71.4961472
Whole Foods Market,"170 Great Rd, Bedford, MA 01730, United States",4.2,541,42.490913,-71.2728508
Whole Foods Market,"2 Somerset St, Portland, ME 04101, United States",4.2,2035,43.6634486,-70.2584734
Whole Foods Market,"413 Centre St, Jamaica Plain, MA 02130, United States",4.1,1175,42.3213853,-71.11097780000001
Whole Foods Market,"916 Walnut St, Newton, MA 02461, United States",4.2,556,42.3300663,-71.2063967
Whole Foods Market,"3535 NE 15th Ave, Portland, OR 97212, United States",4.2,948,45.5488217,-122.65116
Whole Foods Market,"3515 Bridgeport Way W, University Place, WA 98466, United States",4.4,2322,47.2271466,-122.5360325
Whole Foods Market,"888 116th Ave NE, Bellevue, WA 98004, United States",4.3,2927,47.61829410000001,-122.1845899
Whole Foods Market,"2825 E Burnside St, Portland, OR 97214, United States",4.0,873,45.5232766,-122.6367853
Whole Foods Market,"11 S State St, Lake Oswego, OR 97034, United States",4.2,697,45.4157405,-122.6620293
Whole Foods Market,"7380 SW Bridgeport Rd, Tigard, OR 97224, United States",4.3,1133,45.3944787,-122.7515006
Whole Foods Market,"2210 Westlake Ave, Seattle, WA 98121, United States",4.3,3427,47.6183573,-122.3380162
Whole Foods Market,"1001 Broadway, Seattle, WA 98122, United States",4.2,888,47.6114319,-122.3213485
Whole Foods Market,"2800 196th St SW Ste 100, Lynnwood, WA 98036, United States",4.3,2480,47.8201554,-122.2718852
Whole Foods Market,"760 Waukegan Rd, Deerfield, IL 60015, United States",4.3,531,42.1663238,-87.84806909999999
Whole Foods Market,"840 Willow Rd Ste M, Northbrook, IL 60062, United States",4.3,544,42.10667470000001,-87.8007978
Whole Foods Market,"1860 Bayview Ave, Toronto, ON M4G 3E4, Canada",4.2,774,43.7140943,-79.3778789
Whole Foods Market,"87 Avenue Rd, Toronto, ON M5R 3R9, Canada",4.2,1338,43.6719878,-79.3951713
Whole Foods Market,"536 Boston Post Rd, Sudbury, MA 01776, United States",4.4,657,42.36133359999999,-71.4318844
Whole Foods Market,"160 Littleton Rd, Westford, MA 01886, United States",4.3,767,42.5679483,-71.4208286
Whole Foods Market,"400 Cambridge Rd, Woburn, MA 01801, United States",4.3,718,42.4605098,-71.1634407
Whole Foods Market,"200 Alewife Brook Pkwy, Cambridge, MA 02138, United States",4.3,880,42.3891989,-71.1413238
Whole Foods Market,"331 Paradise Rd, Swampscott, MA 01907, United States",4.3,796,42.4792108,-70.9049334
Whole Foods Market,"12501 120th Ave NE, Kirkland, WA 98034, United States",4.1,1071,47.7115452,-122.1800404
Whole Foods Market,"1026 NE 64th St, Seattle, WA 98115, United States",4.2,1302,47.6751401,-122.3159059
Whole Foods Market,"2001 15th Ave W, Seattle, WA 98119, United States",4.2,1597,47.6369262,-122.3769121
Whole Foods Market,"17991 Redmond Way, Redmond, WA 98052, United States",4.3,2041,47.6661677,-122.101574
Whole Foods Market,"951 Bank St, Ottawa, ON K1S 3W7, Canada",4.2,1654,45.39934849999999,-75.6854996
Whole Foods Market,"4755 Fauntleroy Wy SW Ste 190, Seattle, WA 98116, United States",4.3,476,47.5608746,-122.3824888
Whole Foods Market,"120 13th St E, North Vancouver, BC V7L 4W8, Canada",4.1,581,49.3202473,-123.0716054
Whole Foods Market,"1030 Lakeway Dr, Bellingham, WA 98229, United States",4.3,1278,48.7435936,-122.4612952
Whole Foods Market,"925 Main St, West Vancouver, BC V7T 2Z3, Canada",4.2,894,49.325936,-123.1430405
