B01003_001E,NAME,state,county,tract
4471,"Census Tract 3117, Geauga County, Ohio",39,055,311700
6965,"Census Tract 3118, Geauga County, Ohio",39,055,311800
6496,"Census Tract 3119, Geauga County, Ohio",39,055,311900
2825,"Census Tract 3120, Geauga County, Ohio",39,055,312000
4142,"Census Tract 3121, Geauga County, Ohio",39,055,312100
5478,"Census Tract 3122.01, Geauga County, Ohio",39,055,312201
4303,"Census Tract 3122.02, Geauga County, Ohio",39,055,312202
4716,"Census Tract 3122.03, Geauga County, Ohio",39,055,312203
4605,"Census Tract 3123, Geauga County, Ohio",39,055,312300
2583,"Census Tract 3124, Geauga County, Ohio",39,055,312400
2617,"Census Tract 2001.01, Greene County, Ohio",39,057,200101
3674,"Census Tract 2001.03, Greene County, Ohio",39,057,200103
6228,"Census Tract 2001.04, Greene County, Ohio",39,057,200104
3857,"Census Tract 2003, Greene County, Ohio",39,057,200300
2259,"Census Tract 2004, Greene County, Ohio",39,057,200400
4672,"Census Tract 2005, Greene County, Ohio",39,057,200500
3954,"Census Tract 2006, Greene County, Ohio",39,057,200600
4062,"Census Tract 2007, Greene County, Ohio",39,057,200700
3418,"Census Tract 2009.01, Greene County, Ohio",39,057,200901
3288,"Census Tract 2009.02, Greene County, Ohio",39,057,200902
3444,"Census Tract 2101.01, Greene County, Ohio",39,057,210101
2231,"Census Tract 2101.02, Greene County, Ohio",39,057,210102
4903,"Census Tract 2102.01, Greene County, Ohio",39,057,210201
3512,"Census Tract 2102.02, Greene County, Ohio",39,057,210202
3722,"Census Tract 2103, Greene County, Ohio",39,057,210300
5277,"Census Tract 2104.01, Greene County, Ohio",39,057,210401
4636,"Census Tract 2104.02, Greene County, Ohio",39,057,210402
2044,"Census Tract 3102, Geauga County, Ohio",39,055,310200
5877,"Census Tract 2105, Greene County, Ohio",39,057,210500
5293,"Census Tract 2106.02, Greene County, Ohio",39,057,210602
7107,"Census Tract 2106.03, Greene County, Ohio",39,057,210603
5748,"Census Tract 2106.04, Greene County, Ohio",39,057,210604
3024,"Census Tract 2106.05, Greene County, Ohio",39,057,210605
3565,"Census Tract 2201.01, Greene County, Ohio",39,057,220101
4903,"Census Tract 2201.02, Greene County, Ohio",39,057,220102
3757,"Census Tract 2202.01, Greene County, Ohio",39,057,220201
3894,"Census Tract 2202.02, Greene County, Ohio",39,057,220202
2652,"Census Tract 2301, Greene County, Ohio",39,057,230100
1990,"Census Tract 82.07, Lucas County, Ohio",39,095,008207
2785,"Census Tract 82.08, Lucas County, Ohio",39,095,008208
3149,"Census Tract 82.09, Lucas County, Ohio",39,095,008209
1467,"Census Tract 82.10, Lucas County, Ohio",39,095,008210
1670,"Census Tract 83.02, Lucas County, Ohio",39,095,008302
3067,"Census Tract 83.03, Lucas County, Ohio",39,095,008303
2857,"Census Tract 83.04, Lucas County, Ohio",39,095,008304
2823,"Census Tract 84.01, Lucas County, Ohio",39,095,008401
2049,"Census Tract 84.02, Lucas County, Ohio",39,095,008402
2529,"Census Tract 85.01, Lucas County, Ohio",39,095,008501
1391,"Census Tract 85.02, Lucas County, Ohio",39,095,008502
2453,"Census Tract 86.01, Lucas County, Ohio",39,095,008601
2937,"Census Tract 86.02, Lucas County, Ohio",39,095,008602
3078,"Census Tract 87.01, Lucas County, Ohio",39,095,008701
2452,"Census Tract 87.02, Lucas County, Ohio",39,095,008702
1863,"Census Tract 87.03, Lucas County, Ohio",39,095,008703
3872,"Census Tract 88.01, Lucas County, Ohio",39,095,008801
3324,"Census Tract 88.02, Lucas County, Ohio",39,095,008802
4400,"Census Tract 89.03, Lucas County, Ohio",39,095,008903
1530,"Census Tract 89.04, Lucas County, Ohio",39,095,008904
3528,"Census Tract 89.05, Lucas County, Ohio",39,095,008905
2544,"Census Tract 89.06, Lucas County, Ohio",39,095,008906
4006,"Census Tract 90.01, Lucas County, Ohio",39,095,009001
4938,"Census Tract 90.02, Lucas County, Ohio",39,095,009002
3630,"Census Tract 90.03, Lucas County, Ohio",39,095,009003
4922,"Census Tract 91.01, Lucas County, Ohio",39,095,009101
2561,"Census Tract 91.03, Lucas County, Ohio",39,095,009103
2684,"Census Tract 91.04, Lucas County, Ohio",39,095,009104
3114,"Census Tract 92.03, Lucas County, Ohio",39,095,009203
4280,"Census Tract 92.04, Lucas County, Ohio",39,095,009204
4900,"Census Tract 92.05, Lucas County, Ohio",39,095,009205
2787,"Census Tract 92.06, Lucas County, Ohio",39,095,009206
1484,"Census Tract 93, Lucas County, Ohio",39,095,009300
2704,"Census Tract 94, Lucas County, Ohio",39,095,009400
3023,"Census Tract 95, Lucas County, Ohio",39,095,009500
3397,"Census Tract 96, Lucas County, Ohio",39,095,009600
3120,"Census Tract 97, Lucas County, Ohio",39,095,009700
4480,"Census Tract 98, Lucas County, Ohio",39,095,009800
3288,"Census Tract 99.01, Lucas County, Ohio",39,095,009901
1251,"Census Tract 99.02, Lucas County, Ohio",39,095,009902
3963,"Census Tract 100.01, Lucas County, Ohio",39,095,010001
3400,"Census Tract 100.02, Lucas County, Ohio",39,095,010002
3781,"Census Tract 101, Lucas County, Ohio",39,095,010100
3074,"Census Tract 102, Lucas County, Ohio",39,095,010200
1807,"Census Tract 103, Lucas County, Ohio",39,095,010300
3546,"Census Tract 104, Lucas County, Ohio",39,095,010400
2974,"Census Tract 105, Lucas County, Ohio",39,095,010500
4169,"Census Tract 5028, Summit County, Ohio",39,153,502800
1674,"Census Tract 5031, Summit County, Ohio",39,153,503100
1428,"Census Tract 5032, Summit County, Ohio",39,153,503200
4856,"Census Tract 5033, Summit County, Ohio",39,153,503300
1370,"Census Tract 5034, Summit County, Ohio",39,153,503400
3547,"Census Tract 5035, Summit County, Ohio",39,153,503500
4491,"Census Tract 5036, Summit County, Ohio",39,153,503600
5528,"Census Tract 5037.01, Summit County, Ohio",39,153,503701
5407,"Census Tract 5037.02, Summit County, Ohio",39,153,503702
4067,"Census Tract 5038, Summit County, Ohio",39,153,503800
989,"Census Tract 5041, Summit County, Ohio",39,153,504100
1507,"Census Tract 5042, Summit County, Ohio",39,153,504200
1206,"Census Tract 5044, Summit County, Ohio",39,153,504400
1861,"Census Tract 5045, Summit County, Ohio",39,153,504500
3593,"Census Tract 5046, Summit County, Ohio",39,153,504600
5090,"Census Tract 5047, Summit County, Ohio",39,153,504700
4825,"Census Tract 5048, Summit County, Ohio",39,153,504800
1457,"Census Tract 5052, Summit County, Ohio",39,153,505200
1339,"Census Tract 5053, Summit County, Ohio",39,153,505300
3792,"Census Tract 5054, Summit County, Ohio",39,153,505400
2652,"Census Tract 5055, Summit County, Ohio",39,153,505500
1116,"Census Tract 5056, Summit County, Ohio",39,153,505600
2829,"Census Tract 5057, Summit County, Ohio",39,153,505700
4748,"Census Tract 5058, Summit County, Ohio",39,153,505800
2262,"Census Tract 5059, Summit County, Ohio",39,153,505900
5596,"Census Tract 5061, Summit County, Ohio",39,153,506100
3430,"Census Tract 5062, Summit County, Ohio",39,153,506200
3012,"Census Tract 5064, Summit County, Ohio",39,153,506400
2702,"Census Tract 5065, Summit County, Ohio",39,153,506500
1663,"Census Tract 5066, Summit County, Ohio",39,153,506600
1471,"Census Tract 5067, Summit County, Ohio",39,153,506700
2916,"Census Tract 5068, Summit County, Ohio",39,153,506800
5525,"Census Tract 5071.01, Summit County, Ohio",39,153,507101
2866,"Census Tract 5071.02, Summit County, Ohio",39,153,507102
2704,"Census Tract 5072.01, Summit County, Ohio",39,153,507201
3762,"Census Tract 5072.02, Summit County, Ohio",39,153,507202
6564,"Census Tract 5027, Summit County, Ohio",39,153,502700
4474,"Census Tract 5072.03, Summit County, Ohio",39,153,507203
3492,"Census Tract 5073, Summit County, Ohio",39,153,507300
1271,"Census Tract 5074, Summit County, Ohio",39,153,507400
2332,"Census Tract 5075.01, Summit County, Ohio",39,153,507501
4953,"Census Tract 5075.02, Summit County, Ohio",39,153,507502
5033,"Census Tract 5076, Summit County, Ohio",39,153,507600
5004,"Census Tract 5080, Summit County, Ohio",39,153,508000
1947,"Census Tract 5083.01, Summit County, Ohio",39,153,508301
4211,"Census Tract 5083.99, Summit County, Ohio",39,153,508399
2712,"Census Tract 5086, Summit County, Ohio",39,153,508600
3476,"Census Tract 1523.03, Cuyahoga County, Ohio",39,035,152303
1838,"Census Tract 1524, Cuyahoga County, Ohio",39,035,152400
3836,"Census Tract 1525.01, Cuyahoga County, Ohio",39,035,152501
2134,"Census Tract 1525.02, Cuyahoga County, Ohio",39,035,152502
5350,"Census Tract 1526.05, Cuyahoga County, Ohio",39,035,152605
2057,"Census Tract 1527.01, Cuyahoga County, Ohio",39,035,152701
2527,"Census Tract 1527.02, Cuyahoga County, Ohio",39,035,152702
1635,"Census Tract 1527.03, Cuyahoga County, Ohio",39,035,152703
2279,"Census Tract 1531.03, Cuyahoga County, Ohio",39,035,153103
3011,"Census Tract 1531.04, Cuyahoga County, Ohio",39,035,153104
3318,"Census Tract 1531.05, Cuyahoga County, Ohio",39,035,153105
3855,"Census Tract 1531.06, Cuyahoga County, Ohio",39,035,153106
3756,"Census Tract 1531.07, Cuyahoga County, Ohio",39,035,153107
1962,"Census Tract 1541, Cuyahoga County, Ohio",39,035,154100
1326,"Census Tract 1542, Cuyahoga County, Ohio",39,035,154200
2783,"Census Tract 1544, Cuyahoga County, Ohio",39,035,154400
3264,"Census Tract 1545.01, Cuyahoga County, Ohio",39,035,154501
2741,"Census Tract 1545.02, Cuyahoga County, Ohio",39,035,154502
4920,"Census Tract 1546.01, Cuyahoga County, Ohio",39,035,154601
2972,"Census Tract 1546.03, Cuyahoga County, Ohio",39,035,154603
4132,"Census Tract 1546.04, Cuyahoga County, Ohio",39,035,154604
5383,"Census Tract 1551.01, Cuyahoga County, Ohio",39,035,155101
2992,"Census Tract 1551.02, Cuyahoga County, Ohio",39,035,155102
1439,"Census Tract 1561.01, Cuyahoga County, Ohio",39,035,156101
5728,"Census Tract 1561.02, Cuyahoga County, Ohio",39,035,156102
1779,"Census Tract 1601, Cuyahoga County, Ohio",39,035,160100
2289,"Census Tract 1602, Cuyahoga County, Ohio",39,035,160200
1696,"Census Tract 1603, Cuyahoga County, Ohio",39,035,160300
3220,"Census Tract 1604, Cuyahoga County, Ohio",39,035,160400
3927,"Census Tract 1605, Cuyahoga County, Ohio",39,035,160500
3074,"Census Tract 1606.02, Cuyahoga County, Ohio",39,035,160602
1496,"Census Tract 1606.03, Cuyahoga County, Ohio",39,035,160603
3421,"Census Tract 1606.04, Cuyahoga County, Ohio",39,035,160604
3530,"Census Tract 1609, Cuyahoga County, Ohio",39,035,160900
1639,"Census Tract 1610, Cuyahoga County, Ohio",39,035,161000
3354,"Census Tract 1611, Cuyahoga County, Ohio",39,035,161100
2642,"Census Tract 1612, Cuyahoga County, Ohio",39,035,161200
2955,"Census Tract 1613, Cuyahoga County, Ohio",39,035,161300
3225,"Census Tract 1614, Cuyahoga County, Ohio",39,035,161400
3779,"Census Tract 1615, Cuyahoga County, Ohio",39,035,161500
1959,"Census Tract 1616, Cuyahoga County, Ohio",39,035,161600
2530,"Census Tract 1619, Cuyahoga County, Ohio",39,035,161900
2835,"Census Tract 1701.01, Cuyahoga County, Ohio",39,035,170101
4570,"Census Tract 1701.02, Cuyahoga County, Ohio",39,035,170102
2128,"Census Tract 1702.01, Cuyahoga County, Ohio",39,035,170201
3898,"Census Tract 1702.02, Cuyahoga County, Ohio",39,035,170202
3151,"Census Tract 2401, Greene County, Ohio",39,057,240100
5167,"Census Tract 2402, Greene County, Ohio",39,057,240200
3960,"Census Tract 2403.02, Greene County, Ohio",39,057,240302
4131,"Census Tract 2403.03, Greene County, Ohio",39,057,240303
4507,"Census Tract 2403.04, Greene County, Ohio",39,057,240304
4526,"Census Tract 2405, Greene County, Ohio",39,057,240500
5086,"Census Tract 2406, Greene County, Ohio",39,057,240600
2802,"Census Tract 2407, Greene County, Ohio",39,057,240700
3668,"Census Tract 2550, Greene County, Ohio",39,057,255000
6519,"Census Tract 2601, Greene County, Ohio",39,057,260100
3908,"Census Tract 2701, Greene County, Ohio",39,057,270100
2712,"Census Tract 2801.01, Greene County, Ohio",39,057,280101
2308,"Census Tract 2801.02, Greene County, Ohio",39,057,280102
1400,"Census Tract 2802, Greene County, Ohio",39,057,280200
2448,"Census Tract 2803, Greene County, Ohio",39,057,280300
4662,"Census Tract 9771, Guernsey County, Ohio",39,059,977100
4385,"Census Tract 9772, Guernsey County, Ohio",39,059,977200
3303,"Census Tract 9773, Guernsey County, Ohio",39,059,977300
3579,"Census Tract 9774, Guernsey County, Ohio",39,059,977400
3371,"Census Tract 9775, Guernsey County, Ohio",39,059,977500
3150,"Census Tract 9776, Guernsey County, Ohio",39,059,977600
4105,"Census Tract 9777, Guernsey County, Ohio",39,059,977700
4031,"Census Tract 9778, Guernsey County, Ohio",39,059,977800
4158,"Census Tract 9779, Guernsey County, Ohio",39,059,977900
4252,"Census Tract 9780, Guernsey County, Ohio",39,059,978000
897,"Census Tract 2, Hamilton County, Ohio",39,061,000200
1945,"Census Tract 7, Hamilton County, Ohio",39,061,000700
1832,"Census Tract 9, Hamilton County, Ohio",39,061,000900
1643,"Census Tract 10, Hamilton County, Ohio",39,061,001000
980,"Census Tract 11, Hamilton County, Ohio",39,061,001100
796,"Census Tract 16, Hamilton County, Ohio",39,061,001600
1136,"Census Tract 17, Hamilton County, Ohio",39,061,001700
1407,"Census Tract 18, Hamilton County, Ohio",39,061,001800
2015,"Census Tract 19, Hamilton County, Ohio",39,061,001900
1394,"Census Tract 20, Hamilton County, Ohio",39,061,002000
2193,"Census Tract 22, Hamilton County, Ohio",39,061,002200
1032,"Census Tract 23, Hamilton County, Ohio",39,061,002300
2489,"Census Tract 25, Hamilton County, Ohio",39,061,002500
3510,"Census Tract 26, Hamilton County, Ohio",39,061,002600
1688,"Census Tract 27, Hamilton County, Ohio",39,061,002700
1128,"Census Tract 28, Hamilton County, Ohio",39,061,002800
1987,"Census Tract 29.01, Hamilton County, Ohio",39,061,002901
2174,"Census Tract 29.02, Hamilton County, Ohio",39,061,002902
4944,"Census Tract 30, Hamilton County, Ohio",39,061,003000
1655,"Census Tract 32, Hamilton County, Ohio",39,061,003200
2655,"Census Tract 33, Hamilton County, Ohio",39,061,003300
1132,"Census Tract 36, Hamilton County, Ohio",39,061,003600
0,"Census Tract 9900, Lucas County, Ohio",39,095,990000
2181,"Census Tract 401.01, Madison County, Ohio",39,097,040101
5415,"Census Tract 401.02, Madison County, Ohio",39,097,040102
2924,"Census Tract 402.01, Madison County, Ohio",39,097,040201
2571,"Census Tract 402.02, Madison County, Ohio",39,097,040202
2601,"Census Tract 404, Madison County, Ohio",39,097,040400
4800,"Census Tract 405, Madison County, Ohio",39,097,040500
5892,"Census Tract 406, Madison County, Ohio",39,097,040600
2425,"Census Tract 407, Madison County, Ohio",39,097,040700
5112,"Census Tract 410, Madison County, Ohio",39,097,041000
4671,"Census Tract 411, Madison County, Ohio",39,097,041100
3131,"Census Tract 412, Madison County, Ohio",39,097,041200
2525,"Census Tract 413, Madison County, Ohio",39,097,041300
2009,"Census Tract 8005.01, Mahoning County, Ohio",39,099,800501
783,"Census Tract 8005.02, Mahoning County, Ohio",39,099,800502
1562,"Census Tract 8006, Mahoning County, Ohio",39,099,800600
1187,"Census Tract 8010, Mahoning County, Ohio",39,099,801000
2231,"Census Tract 8011, Mahoning County, Ohio",39,099,801100
1324,"Census Tract 8012, Mahoning County, Ohio",39,099,801200
2754,"Census Tract 8013, Mahoning County, Ohio",39,099,801300
2279,"Census Tract 8014, Mahoning County, Ohio",39,099,801400
1994,"Census Tract 8015, Mahoning County, Ohio",39,099,801500
2622,"Census Tract 8016, Mahoning County, Ohio",39,099,801600
1063,"Census Tract 8017, Mahoning County, Ohio",39,099,801700
909,"Census Tract 8021, Mahoning County, Ohio",39,099,802100
698,"Census Tract 8023, Mahoning County, Ohio",39,099,802300
2619,"Census Tract 8024, Mahoning County, Ohio",39,099,802400
1375,"Census Tract 8025, Mahoning County, Ohio",39,099,802500
1577,"Census Tract 8026, Mahoning County, Ohio",39,099,802600
3657,"Census Tract 8027.01, Mahoning County, Ohio",39,099,802701
3202,"Census Tract 8027.02, Mahoning County, Ohio",39,099,802702
2849,"Census Tract 8028, Mahoning County, Ohio",39,099,802800
2592,"Census Tract 8029, Mahoning County, Ohio",39,099,802900
1909,"Census Tract 8030, Mahoning County, Ohio",39,099,803000
2424,"Census Tract 8040, Mahoning County, Ohio",39,099,804000
1359,"Census Tract 8041, Mahoning County, Ohio",39,099,804100
2036,"Census Tract 106, Lucas County, Ohio",39,095,010600
2364,"Census Tract 8042, Mahoning County, Ohio",39,099,804200
1016,"Census Tract 8043, Mahoning County, Ohio",39,099,804300
4188,"Census Tract 8101, Mahoning County, Ohio",39,099,810100
1997,"Census Tract 8102, Mahoning County, Ohio",39,099,810200
1662,"Census Tract 8103, Mahoning County, Ohio",39,099,810300
2664,"Census Tract 8106, Mahoning County, Ohio",39,099,810600
5342,"Census Tract 8107, Mahoning County, Ohio",39,099,810700
2171,"Census Tract 8108, Mahoning County, Ohio",39,099,810800
2098,"Census Tract 8109, Mahoning County, Ohio",39,099,810900
3810,"Census Tract 8110.01, Mahoning County, Ohio",39,099,811001
5364,"Census Tract 5088, Summit County, Ohio",39,153,508800
4121,"Census Tract 5089, Summit County, Ohio",39,153,508900
1733,"Census Tract 5090, Summit County, Ohio",39,153,509000
2761,"Census Tract 5101, Summit County, Ohio",39,153,510100
4030,"Census Tract 5102, Summit County, Ohio",39,153,510200
5910,"Census Tract 5103.01, Summit County, Ohio",39,153,510301
5528,"Census Tract 5103.02, Summit County, Ohio",39,153,510302
3978,"Census Tract 5104, Summit County, Ohio",39,153,510400
4172,"Census Tract 5105, Summit County, Ohio",39,153,510500
2390,"Census Tract 5201.03, Summit County, Ohio",39,153,520103
3967,"Census Tract 5201.04, Summit County, Ohio",39,153,520104
4188,"Census Tract 5201.05, Summit County, Ohio",39,153,520105
2676,"Census Tract 5201.06, Summit County, Ohio",39,153,520106
2838,"Census Tract 5202.01, Summit County, Ohio",39,153,520201
4279,"Census Tract 5202.02, Summit County, Ohio",39,153,520202
3216,"Census Tract 5203.01, Summit County, Ohio",39,153,520301
3653,"Census Tract 5203.02, Summit County, Ohio",39,153,520302
4141,"Census Tract 5204, Summit County, Ohio",39,153,520400
4154,"Census Tract 5205, Summit County, Ohio",39,153,520500
3630,"Census Tract 5206, Summit County, Ohio",39,153,520600
6015,"Census Tract 5301.01, Summit County, Ohio",39,153,530101
4607,"Census Tract 5301.03, Summit County, Ohio",39,153,530103
7923,"Census Tract 5301.04, Summit County, Ohio",39,153,530104
2554,"Census Tract 5301.05, Summit County, Ohio",39,153,530105
4210,"Census Tract 5301.08, Summit County, Ohio",39,153,530108
3562,"Census Tract 5304.01, Summit County, Ohio",39,153,530401
3471,"Census Tract 5304.02, Summit County, Ohio",39,153,530402
6184,"Census Tract 5305.01, Summit County, Ohio",39,153,530501
3062,"Census Tract 5305.02, Summit County, Ohio",39,153,530502
4613,"Census Tract 5306.03, Summit County, Ohio",39,153,530603
3216,"Census Tract 5306.04, Summit County, Ohio",39,153,530604
5047,"Census Tract 5306.05, Summit County, Ohio",39,153,530605
5615,"Census Tract 5306.06, Summit County, Ohio",39,153,530606
2496,"Census Tract 5307, Summit County, Ohio",39,153,530700
6343,"Census Tract 5308, Summit County, Ohio",39,153,530800
4167,"Census Tract 5309.01, Summit County, Ohio",39,153,530901
7030,"Census Tract 5309.02, Summit County, Ohio",39,153,530902
4842,"Census Tract 5309.03, Summit County, Ohio",39,153,530903
3479,"Census Tract 5310.01, Summit County, Ohio",39,153,531001
6267,"Census Tract 5310.02, Summit County, Ohio",39,153,531002
3153,"Census Tract 5311.01, Summit County, Ohio",39,153,531101
3978,"Census Tract 5311.02, Summit County, Ohio",39,153,531102
3076,"Census Tract 5311.03, Summit County, Ohio",39,153,531103
4696,"Census Tract 5314.05, Summit County, Ohio",39,153,531405
4968,"Census Tract 5314.06, Summit County, Ohio",39,153,531406
2614,"Census Tract 5314.07, Summit County, Ohio",39,153,531407
3714,"Census Tract 5315.01, Summit County, Ohio",39,153,531501
4047,"Census Tract 1711.02, Cuyahoga County, Ohio",39,035,171102
2906,"Census Tract 1711.03, Cuyahoga County, Ohio",39,035,171103
5119,"Census Tract 1711.04, Cuyahoga County, Ohio",39,035,171104
3388,"Census Tract 1712.03, Cuyahoga County, Ohio",39,035,171203
2091,"Census Tract 1712.04, Cuyahoga County, Ohio",39,035,171204
2551,"Census Tract 1712.05, Cuyahoga County, Ohio",39,035,171205
2076,"Census Tract 1712.06, Cuyahoga County, Ohio",39,035,171206
2390,"Census Tract 1721.01, Cuyahoga County, Ohio",39,035,172101
3045,"Census Tract 1721.02, Cuyahoga County, Ohio",39,035,172102
1549,"Census Tract 1721.04, Cuyahoga County, Ohio",39,035,172104
3603,"Census Tract 1721.05, Cuyahoga County, Ohio",39,035,172105
3593,"Census Tract 1722.01, Cuyahoga County, Ohio",39,035,172201
4406,"Census Tract 1722.02, Cuyahoga County, Ohio",39,035,172202
2701,"Census Tract 1731.03, Cuyahoga County, Ohio",39,035,173103
4158,"Census Tract 1731.04, Cuyahoga County, Ohio",39,035,173104
2188,"Census Tract 1731.05, Cuyahoga County, Ohio",39,035,173105
3812,"Census Tract 1731.06, Cuyahoga County, Ohio",39,035,173106
2655,"Census Tract 1731.07, Cuyahoga County, Ohio",39,035,173107
2573,"Census Tract 1741.03, Cuyahoga County, Ohio",39,035,174103
2376,"Census Tract 1741.04, Cuyahoga County, Ohio",39,035,174104
2879,"Census Tract 1741.05, Cuyahoga County, Ohio",39,035,174105
2718,"Census Tract 1741.06, Cuyahoga County, Ohio",39,035,174106
3863,"Census Tract 1741.07, Cuyahoga County, Ohio",39,035,174107
2612,"Census Tract 1742.03, Cuyahoga County, Ohio",39,035,174203
3681,"Census Tract 1742.04, Cuyahoga County, Ohio",39,035,174204
4951,"Census Tract 1742.05, Cuyahoga County, Ohio",39,035,174205
2864,"Census Tract 1742.06, Cuyahoga County, Ohio",39,035,174206
3045,"Census Tract 1742.07, Cuyahoga County, Ohio",39,035,174207
4656,"Census Tract 1751.05, Cuyahoga County, Ohio",39,035,175105
2639,"Census Tract 1751.06, Cuyahoga County, Ohio",39,035,175106
3460,"Census Tract 1751.07, Cuyahoga County, Ohio",39,035,175107
2644,"Census Tract 1751.08, Cuyahoga County, Ohio",39,035,175108
2208,"Census Tract 1751.09, Cuyahoga County, Ohio",39,035,175109
4924,"Census Tract 1751.10, Cuyahoga County, Ohio",39,035,175110
6339,"Census Tract 1752.01, Cuyahoga County, Ohio",39,035,175201
3309,"Census Tract 1752.02, Cuyahoga County, Ohio",39,035,175202
2367,"Census Tract 1761, Cuyahoga County, Ohio",39,035,176100
5689,"Census Tract 1762, Cuyahoga County, Ohio",39,035,176200
4811,"Census Tract 1771.01, Cuyahoga County, Ohio",39,035,177101
4429,"Census Tract 1771.03, Cuyahoga County, Ohio",39,035,177103
3120,"Census Tract 1771.04, Cuyahoga County, Ohio",39,035,177104
3765,"Census Tract 1772.01, Cuyahoga County, Ohio",39,035,177201
2914,"Census Tract 1772.02, Cuyahoga County, Ohio",39,035,177202
2388,"Census Tract 1773.02, Cuyahoga County, Ohio",39,035,177302
4470,"Census Tract 1773.03, Cuyahoga County, Ohio",39,035,177303
3711,"Census Tract 1773.04, Cuyahoga County, Ohio",39,035,177304
1549,"Census Tract 37, Hamilton County, Ohio",39,061,003700
1893,"Census Tract 38, Hamilton County, Ohio",39,061,003800
1639,"Census Tract 39, Hamilton County, Ohio",39,061,003900
2134,"Census Tract 40, Hamilton County, Ohio",39,061,004000
1395,"Census Tract 41, Hamilton County, Ohio",39,061,004100
1764,"Census Tract 42, Hamilton County, Ohio",39,061,004200
4564,"Census Tract 46.02, Hamilton County, Ohio",39,061,004602
3860,"Census Tract 46.03, Hamilton County, Ohio",39,061,004603
3932,"Census Tract 46.04, Hamilton County, Ohio",39,061,004604
2275,"Census Tract 46.05, Hamilton County, Ohio",39,061,004605
3693,"Census Tract 47.03, Hamilton County, Ohio",39,061,004703
3447,"Census Tract 48, Hamilton County, Ohio",39,061,004800
6208,"Census Tract 49, Hamilton County, Ohio",39,061,004900
4843,"Census Tract 50, Hamilton County, Ohio",39,061,005000
2372,"Census Tract 51, Hamilton County, Ohio",39,061,005100
3235,"Census Tract 52, Hamilton County, Ohio",39,061,005200
3854,"Census Tract 53.01, Hamilton County, Ohio",39,061,005301
3352,"Census Tract 53.02, Hamilton County, Ohio",39,061,005302
3789,"Census Tract 55, Hamilton County, Ohio",39,061,005500
5967,"Census Tract 56, Hamilton County, Ohio",39,061,005600
3244,"Census Tract 57.01, Hamilton County, Ohio",39,061,005701
3616,"Census Tract 57.02, Hamilton County, Ohio",39,061,005702
5020,"Census Tract 58, Hamilton County, Ohio",39,061,005800
1306,"Census Tract 59, Hamilton County, Ohio",39,061,005900
5213,"Census Tract 60, Hamilton County, Ohio",39,061,006000
3021,"Census Tract 61, Hamilton County, Ohio",39,061,006100
3608,"Census Tract 63, Hamilton County, Ohio",39,061,006300
3668,"Census Tract 64, Hamilton County, Ohio",39,061,006400
3160,"Census Tract 65.01, Hamilton County, Ohio",39,061,006501
2867,"Census Tract 65.02, Hamilton County, Ohio",39,061,006502
2107,"Census Tract 66, Hamilton County, Ohio",39,061,006600
4348,"Census Tract 68, Hamilton County, Ohio",39,061,006800
3038,"Census Tract 69, Hamilton County, Ohio",39,061,006900
2549,"Census Tract 70, Hamilton County, Ohio",39,061,007000
3469,"Census Tract 71, Hamilton County, Ohio",39,061,007100
2458,"Census Tract 72, Hamilton County, Ohio",39,061,007200
2239,"Census Tract 73, Hamilton County, Ohio",39,061,007300
1687,"Census Tract 74, Hamilton County, Ohio",39,061,007400
2051,"Census Tract 75, Hamilton County, Ohio",39,061,007500
2884,"Census Tract 77, Hamilton County, Ohio",39,061,007700
6204,"Census Tract 80, Hamilton County, Ohio",39,061,008000
2754,"Census Tract 81, Hamilton County, Ohio",39,061,008100
4249,"Census Tract 82.01, Hamilton County, Ohio",39,061,008201
3397,"Census Tract 82.02, Hamilton County, Ohio",39,061,008202
4871,"Census Tract 83, Hamilton County, Ohio",39,061,008300
1985,"Census Tract 84, Hamilton County, Ohio",39,061,008400
2828,"Census Tract 85.01, Hamilton County, Ohio",39,061,008501
7602,"Census Tract 8110.02, Mahoning County, Ohio",39,099,811002
1113,"Census Tract 8111, Mahoning County, Ohio",39,099,811100
2258,"Census Tract 8112, Mahoning County, Ohio",39,099,811200
3701,"Census Tract 8113.01, Mahoning County, Ohio",39,099,811301
2783,"Census Tract 8113.02, Mahoning County, Ohio",39,099,811302
2732,"Census Tract 8114, Mahoning County, Ohio",39,099,811400
5548,"Census Tract 8115, Mahoning County, Ohio",39,099,811500
3432,"Census Tract 8116, Mahoning County, Ohio",39,099,811600
2429,"Census Tract 8117, Mahoning County, Ohio",39,099,811700
1646,"Census Tract 8118, Mahoning County, Ohio",39,099,811800
4241,"Census Tract 8119.01, Mahoning County, Ohio",39,099,811901
3358,"Census Tract 8119.02, Mahoning County, Ohio",39,099,811902
5253,"Census Tract 8120.01, Mahoning County, Ohio",39,099,812001
3978,"Census Tract 8120.02, Mahoning County, Ohio",39,099,812002
5384,"Census Tract 8121.01, Mahoning County, Ohio",39,099,812101
3961,"Census Tract 8121.02, Mahoning County, Ohio",39,099,812102
6151,"Census Tract 8122, Mahoning County, Ohio",39,099,812200
4138,"Census Tract 8123.01, Mahoning County, Ohio",39,099,812301
5483,"Census Tract 8123.02, Mahoning County, Ohio",39,099,812302
3131,"Census Tract 8124, Mahoning County, Ohio",39,099,812400
5007,"Census Tract 8125, Mahoning County, Ohio",39,099,812500
